city,agency,stop_id,stop_name,trip_count,route_count
Bengaluru (Bangalore),BMTC,39323,DTDC Wear House (Godown),2,1
Bengaluru (Bangalore),BMTC,25164,DUO Heights Layout,10,2
Bengaluru (Bangalore),BMTC,32572,DUO Heights Layout,2,1
Bengaluru (Bangalore),BMTC,24761,Dabaspete,92,8
Bengaluru (Bangalore),BMTC,32394,Dabaspete,96,9
Bengaluru (Bangalore),BMTC,24763,Dabbaguli,8,2
Bengaluru (Bangalore),BMTC,24765,Dabbaguli Gate,4,2
Bengaluru (Bangalore),BMTC,32396,Dabbaguli Gate,4,2
Bengaluru (Bangalore),BMTC,24768,Dabbaguli Gate-2,2,1
Bengaluru (Bangalore),BMTC,32398,Dabbaguli Gate-2,2,1
Bengaluru (Bangalore),BMTC,20733,Dalai Lama College,310,40
Bengaluru (Bangalore),BMTC,20734,Dalai Lama College,308,45
Bengaluru (Bangalore),BMTC,24769,Dalmia Circle,38,6
Bengaluru (Bangalore),BMTC,35201,Dalmia Circle,3,1
Bengaluru (Bangalore),BMTC,35959,Dalmia Circle,105,24
Bengaluru (Bangalore),BMTC,39259,Dalmia Circle,35,5
Bengaluru (Bangalore),BMTC,24771,Damodhar Nagara,6,1
Bengaluru (Bangalore),BMTC,24773,Dandiganahalli,2,2
Bengaluru (Bangalore),BMTC,32400,Dandiganahalli,2,2
Bengaluru (Bangalore),BMTC,24775,Dandupalya,2,1
Bengaluru (Bangalore),BMTC,32401,Dandupalya,4,2
Bengaluru (Bangalore),BMTC,24777,Dandupalya Cross,5,3
Bengaluru (Bangalore),BMTC,32402,Dandupalya Cross,7,3
Bengaluru (Bangalore),BMTC,32403,Dandupalya Gate,55,14
Bengaluru (Bangalore),BMTC,32404,Dandupalya Gate,59,16
Bengaluru (Bangalore),BMTC,24782,Danojipalya,2,2
Bengaluru (Bangalore),BMTC,32405,Danojipalya,1,1
Bengaluru (Bangalore),BMTC,24784,Dargha,50,6
Bengaluru (Bangalore),BMTC,32406,Dargha,50,6
Bengaluru (Bangalore),BMTC,24785,Darshan Farm,4,2
Bengaluru (Bangalore),BMTC,21873,Dasanapura,501,95
Bengaluru (Bangalore),BMTC,24788,Dasanapura,526,97
Bengaluru (Bangalore),BMTC,32407,Dasanapura,4,2
Bengaluru (Bangalore),BMTC,24050,Dasanayakanahalli,3,2
Bengaluru (Bangalore),BMTC,24303,Dasanayakanahalli,1,1
Bengaluru (Bangalore),BMTC,24792,Dasappanapalya,148,20
Bengaluru (Bangalore),BMTC,32409,Dasappanapalya,151,19
Bengaluru (Bangalore),BMTC,24796,Dasarahalli,4,1
Bengaluru (Bangalore),BMTC,32412,Dasarahalli,4,1
Bengaluru (Bangalore),BMTC,32413,Dasarahalli Hebbala,12,2
Bengaluru (Bangalore),BMTC,32414,Dasarahalli Hebbala,12,3
Bengaluru (Bangalore),BMTC,21496,Dasarahalli Kere,101,12
Bengaluru (Bangalore),BMTC,24067,Dasarahalli Kere,33,7
Bengaluru (Bangalore),BMTC,30369,Dasarahalli Road Junction,13,4
Bengaluru (Bangalore),BMTC,33143,Dasarahalli Road Junction,13,3
Bengaluru (Bangalore),BMTC,24805,Dasegowdarapalya,3,1
Bengaluru (Bangalore),BMTC,32417,Dasegowdarapalya,3,1
Bengaluru (Bangalore),BMTC,20735,Dasenahalli Cross,80,23
Bengaluru (Bangalore),BMTC,24808,Dasenahalli Cross,80,27
Bengaluru (Bangalore),BMTC,24812,Dattatreya Peeta Doddagubbi,16,4
Bengaluru (Bangalore),BMTC,32420,Dattatreya Peeta Doddagubbi,18,4
Bengaluru (Bangalore),BMTC,21874,Dayananda Sagar College,163,25
Bengaluru (Bangalore),BMTC,21875,Dayananda Sagar College,158,20
Bengaluru (Bangalore),BMTC,23601,Dayananda Sagar Vidya Samste,283,73
Bengaluru (Bangalore),BMTC,23637,Dayananda Sagar Vidya Samste,301,80
Bengaluru (Bangalore),BMTC,39368,Dayananda Sagara MDC,85,10
Bengaluru (Bangalore),BMTC,39369,Dayananda Sagara MDC,84,10
Bengaluru (Bangalore),BMTC,24161,Deccan,178,29
Bengaluru (Bangalore),BMTC,24165,Deccan,200,30
Bengaluru (Bangalore),BMTC,24817,Deepa Complex,248,22
Bengaluru (Bangalore),BMTC,35400,Deepa Complex,594,35
Bengaluru (Bangalore),BMTC,35406,Deepa Complex,809,53
Bengaluru (Bangalore),BMTC,21877,Deepak Factory,542,124
Bengaluru (Bangalore),BMTC,24818,Deepak Factory,520,112
Bengaluru (Bangalore),BMTC,21878,Deepak Nursing Home,397,91
Bengaluru (Bangalore),BMTC,21879,Deepak Nursing Home,417,101
Bengaluru (Bangalore),BMTC,20738,Deepanjalinagara,797,69
Bengaluru (Bangalore),BMTC,20739,Deepanjalinagara,1072,94
Bengaluru (Bangalore),BMTC,32423,Deganahalli,1,1
Bengaluru (Bangalore),BMTC,24821,Dell,306,26
Bengaluru (Bangalore),BMTC,21881,Dell Domluru,260,23
Bengaluru (Bangalore),BMTC,24824,Depot-02 Shanthinagara,172,1
Bengaluru (Bangalore),BMTC,23652,Depot-03 Shanthinagara,123,1
Bengaluru (Bangalore),BMTC,24827,Depot-04 Jayanagara,140,2
Bengaluru (Bangalore),BMTC,20741,Depot-06 Gate,494,169
Bengaluru (Bangalore),BMTC,20742,Depot-06 Gate,654,193
Bengaluru (Bangalore),BMTC,20743,Depot-06 Indiranagara,139,1
Bengaluru (Bangalore),BMTC,22774,Depot-07 Subhashnagara,170,1
Bengaluru (Bangalore),BMTC,32424,Depot-08 Yeshawanthapura,157,1
Bengaluru (Bangalore),BMTC,39142,Depot-09 Gate,67,10
Bengaluru (Bangalore),BMTC,35710,Depot-09 Peenya,183,2
Bengaluru (Bangalore),BMTC,28843,Depot-10 Gate,280,13
Bengaluru (Bangalore),BMTC,35918,Depot-10 Gate,299,86
Bengaluru (Bangalore),BMTC,35919,Depot-10 Gate,1,1
Bengaluru (Bangalore),BMTC,39174,Depot-10 Gate,393,99
Bengaluru (Bangalore),BMTC,21498,Depot-10 Gate,1,1
Bengaluru (Bangalore),BMTC,21500,Depot-10 Hennuru,185,3
Bengaluru (Bangalore),BMTC,32425,Depot-11 Puttenahalli,137,2
Bengaluru (Bangalore),BMTC,35721,Depot-12 Gate,721,156
Bengaluru (Bangalore),BMTC,36407,Depot-12 Gate,570,138
Bengaluru (Bangalore),BMTC,24833,Depot-12 Kengeri,228,4
Bengaluru (Bangalore),BMTC,20745,Depot-13 Kathriguppe,187,1
Bengaluru (Bangalore),BMTC,36584,Depot-14 Gate,107,16
Bengaluru (Bangalore),BMTC,35045,Depot-14 RT Nagara,152,3
Bengaluru (Bangalore),BMTC,32426,Depot-15 Koramangala,148,1
Bengaluru (Bangalore),BMTC,20746,Depot-16 Deepanajalinagara,111,1
Bengaluru (Bangalore),BMTC,22775,Depot-17 Chandra Layout,149,1
Bengaluru (Bangalore),BMTC,24838,Depot-18 White Field,118,1
Bengaluru (Bangalore),BMTC,24839,Depot-19 Electronic City,128,4
Bengaluru (Bangalore),BMTC,21503,Depot-20 Banashankari,89,5
Bengaluru (Bangalore),BMTC,39764,Depot-20 Gate,2,2
Bengaluru (Bangalore),BMTC,39765,Depot-20 Gate,7,3
Bengaluru (Bangalore),BMTC,24840,Depot-21 BEML Layout,152,1
Bengaluru (Bangalore),BMTC,39141,Depot-22 Gate,66,5
Bengaluru (Bangalore),BMTC,20747,Depot-22 Peenya,175,2
Bengaluru (Bangalore),BMTC,24841,Depot-23 Kalyana Nagara,108,3
Bengaluru (Bangalore),BMTC,21886,Depot-24 Gate,350,25
Bengaluru (Bangalore),BMTC,36727,Depot-24 Gate,28,12
Bengaluru (Bangalore),BMTC,24843,Depot-24 ITI Layout,193,8
Bengaluru (Bangalore),BMTC,20749,Depot-25 Gate,1192,72
Bengaluru (Bangalore),BMTC,32427,Depot-25 Gate,147,5
Bengaluru (Bangalore),BMTC,20748,Depot-25 Gate (Central Silk Board),1293,72
Bengaluru (Bangalore),BMTC,24847,Depot-25 HSR Layout,134,2
Bengaluru (Bangalore),BMTC,23309,Depot-26 Yeshawanthapura,149,1
Bengaluru (Bangalore),BMTC,36342,Depot-27 Gate,232,26
Bengaluru (Bangalore),BMTC,36343,Depot-27 Gate,222,26
Bengaluru (Bangalore),BMTC,24849,Depot-27 Jigani,160,2
Bengaluru (Bangalore),BMTC,20750,Depot-28 Hebbala,166,1
Bengaluru (Bangalore),BMTC,24851,Depot-29 KR Puram,172,2
Bengaluru (Bangalore),BMTC,24852,Depot-30 Puttenahalli,140,2
Bengaluru (Bangalore),BMTC,21887,Depot-31 Gate,1049,85
Bengaluru (Bangalore),BMTC,35917,Depot-31 Gate,758,42
Bengaluru (Bangalore),BMTC,24854,Depot-31 Summanahalli,237,2
Bengaluru (Bangalore),BMTC,24855,Depot-32 Suryacity,158,2
Bengaluru (Bangalore),BMTC,35283,Depot-33 Poornapragna layout,171,1
Bengaluru (Bangalore),BMTC,32430,Depot-34 Gate,192,36
Bengaluru (Bangalore),BMTC,35964,Depot-34 Gate,201,47
Bengaluru (Bangalore),BMTC,32431,Depot-34 Kottanur,166,2
Bengaluru (Bangalore),BMTC,35809,Depot-35 Gate,398,33
Bengaluru (Bangalore),BMTC,24860,Depot-35 Kannalli,146,2
Bengaluru (Bangalore),BMTC,24861,Depot-36 Bidadi,128,2
Bengaluru (Bangalore),BMTC,24863,Depot-36 Gate,106,10
Bengaluru (Bangalore),BMTC,32432,Depot-36 Gate,92,6
Bengaluru (Bangalore),BMTC,35735,Depot-37 Kengeri,135,1
Bengaluru (Bangalore),BMTC,24864,Depot-38 Chikkanagamangala,161,2
Bengaluru (Bangalore),BMTC,24866,Depot-38 Gate,322,47
Bengaluru (Bangalore),BMTC,36785,Depot-38 Gate,95,35
Bengaluru (Bangalore),BMTC,36725,Depot-39 Gate,65,2
Bengaluru (Bangalore),BMTC,32434,Depot-39 Hoskote,138,3
Bengaluru (Bangalore),BMTC,32435,Depot-40 Dasanapura,141,2
Bengaluru (Bangalore),BMTC,40470,Depot-40 Gate,164,28
Bengaluru (Bangalore),BMTC,40471,Depot-40 Gate,152,16
Bengaluru (Bangalore),BMTC,37149,Depot-41 Gate,146,38
Bengaluru (Bangalore),BMTC,37151,Depot-41 Gate,147,28
Bengaluru (Bangalore),BMTC,24871,Depot-41 Gunjuru,125,2
Bengaluru (Bangalore),BMTC,23510,Depot-42 Gate  Arrival,74,16
Bengaluru (Bangalore),BMTC,23509,Depot-42 Gate Departure,74,17
Bengaluru (Bangalore),BMTC,38595,Depot-42 Kodathi,75,1
Bengaluru (Bangalore),BMTC,24875,Depot-43 Gate,285,29
Bengaluru (Bangalore),BMTC,32437,Depot-43 Shivanapura,129,2
Bengaluru (Bangalore),BMTC,24877,Depot-44 Anjanapura,138,2
Bengaluru (Bangalore),BMTC,35044,Depot-45 Gate,590,68
Bengaluru (Bangalore),BMTC,36327,Depot-45 Gate,446,65
Bengaluru (Bangalore),BMTC,24878,Depot-45 MS Palya,143,2
Bengaluru (Bangalore),BMTC,32438,Depot-46 Gate,1,1
Bengaluru (Bangalore),BMTC,40609,Depot-46 Gate,1,1
Bengaluru (Bangalore),BMTC,24884,Depot-46 Sadenahalli,107,1
Bengaluru (Bangalore),BMTC,36726,Depot-47 Gate,111,5
Bengaluru (Bangalore),BMTC,35708,Depot-47 Manduru,125,5
Bengaluru (Bangalore),BMTC,24888,Depot-48 Byrathibande,96,1
Bengaluru (Bangalore),BMTC,35041,Depot-48 Gate,64,9
Bengaluru (Bangalore),BMTC,35042,Depot-48 Gate,75,14
Bengaluru (Bangalore),BMTC,36313,Depot-49 Bidadi,142,1
Bengaluru (Bangalore),BMTC,36234,Depot-50 Devanahalli,167,2
Bengaluru (Bangalore),BMTC,37588,Depot-51 Sadaramangala,84,1
Bengaluru (Bangalore),BMTC,37590,Depot-51 Sadaramangala Arrival,91,8
Bengaluru (Bangalore),BMTC,37589,Depot-51 Sadaramangala Departure,92,7
Bengaluru (Bangalore),BMTC,38895,Depot-52 Gate Arrival,60,18
Bengaluru (Bangalore),BMTC,38894,Depot-52 Gate Departure,62,20
Bengaluru (Bangalore),BMTC,38893,Depot-52 Huttanahalli,54,2
Bengaluru (Bangalore),BMTC,38085,Depot-9,2,1
Bengaluru (Bangalore),BMTC,21888,Deshnarayanaswamy Temple,71,13
Bengaluru (Bangalore),BMTC,24892,Deshnarayanaswamy Temple,74,12
Bengaluru (Bangalore),BMTC,24894,Design Global Mavallipura,10,4
Bengaluru (Bangalore),BMTC,32439,Design Global Mavallipura,11,6
Bengaluru (Bangalore),BMTC,21504,Deva Machohalli Cross,114,26
Bengaluru (Bangalore),BMTC,21505,Deva Machohalli Cross,123,27
Bengaluru (Bangalore),BMTC,24896,Devadiga Soudha,21,4
Bengaluru (Bangalore),BMTC,32440,Devadiga Soudha,11,6
Bengaluru (Bangalore),BMTC,24898,Devaganahalli,8,6
Bengaluru (Bangalore),BMTC,32441,Devaganahalli,6,4
Bengaluru (Bangalore),BMTC,24900,Devagere,28,8
Bengaluru (Bangalore),BMTC,32442,Devagere,40,9
Bengaluru (Bangalore),BMTC,24902,Devagere Colony,1,1
Bengaluru (Bangalore),BMTC,32443,Devagere Colony,2,2
Bengaluru (Bangalore),BMTC,24904,Devagere Cross,75,20
Bengaluru (Bangalore),BMTC,32444,Devagere Cross,80,27
Bengaluru (Bangalore),BMTC,20751,Devaiah Park,628,47
Bengaluru (Bangalore),BMTC,20752,Devaiah Park,680,46
Bengaluru (Bangalore),BMTC,24906,Devalapura,4,3
Bengaluru (Bangalore),BMTC,32445,Devalapura,3,2
Bengaluru (Bangalore),BMTC,24909,Devalapura Circle,6,5
Bengaluru (Bangalore),BMTC,32446,Devalapura Circle,3,2
Bengaluru (Bangalore),BMTC,32447,Devalapura Circle,2,1
Bengaluru (Bangalore),BMTC,24911,Devanagondi,32,18
Bengaluru (Bangalore),BMTC,32448,Devanagondi,35,17
Bengaluru (Bangalore),BMTC,24913,Devanagondi IOC,2,2
Bengaluru (Bangalore),BMTC,32449,Devanagondi IOC,2,1
Bengaluru (Bangalore),BMTC,24915,Devanagondi LPG,4,3
Bengaluru (Bangalore),BMTC,32450,Devanagondi LPG,3,2
Bengaluru (Bangalore),BMTC,24917,Devanagondi Railway Station,4,3
Bengaluru (Bangalore),BMTC,32451,Devanagondi Railway Station,3,2
Bengaluru (Bangalore),BMTC,24919,Devanagundi Cross,10,5
Bengaluru (Bangalore),BMTC,32452,Devanagundi Cross,13,5
Bengaluru (Bangalore),BMTC,24922,Devanahalli Bypass NH-7,234,32
Bengaluru (Bangalore),BMTC,32454,Devanahalli Bypass NH-7,236,33
Bengaluru (Bangalore),BMTC,24925,Devanahalli Cross Sulibele,68,6
Bengaluru (Bangalore),BMTC,32455,Devanahalli Cross Sulibele,110,6
Bengaluru (Bangalore),BMTC,32456,Devanahalli Cross Sulibele,41,2
Bengaluru (Bangalore),BMTC,24927,Devanahalli Govt Hospital,49,5
Bengaluru (Bangalore),BMTC,32457,Devanahalli Govt Hospital,49,5
Bengaluru (Bangalore),BMTC,24931,Devanahalli New Bus Station,313,46
Bengaluru (Bangalore),BMTC,32458,Devanahalli New Bus Station,507,50
Bengaluru (Bangalore),BMTC,32461,Devanahalli Old Bus Stand,432,42
Bengaluru (Bangalore),BMTC,32462,Devanahalli Old Bus Stand,337,44
Bengaluru (Bangalore),BMTC,24936,Devanahalli Talluk Office,193,33
Bengaluru (Bangalore),BMTC,32463,Devanahalli Talluk Office,198,34
Bengaluru (Bangalore),BMTC,24938,Devanayakanahalli,5,2
Bengaluru (Bangalore),BMTC,32464,Devanayakanahalli,5,2
Bengaluru (Bangalore),BMTC,24940,Devanayakanahalli Cross,4,1
Bengaluru (Bangalore),BMTC,32465,Devanayakanahalli Cross,4,1
Bengaluru (Bangalore),BMTC,24941,Devaninjayyanapalya,4,1
Bengaluru (Bangalore),BMTC,21889,Devannanapalya,491,91
Bengaluru (Bangalore),BMTC,24942,Devannanapalya,496,92
Bengaluru (Bangalore),BMTC,20753,Devarabisanahalli Ring Road,1314,84
Bengaluru (Bangalore),BMTC,20754,Devarabisanahalli Ring Road,1261,82
Bengaluru (Bangalore),BMTC,24944,Devarabisanahalli Village(Ambedkar Circle),12,2
Bengaluru (Bangalore),BMTC,32466,Devarabisanahalli Village(Ambedkar Circle),10,2
Bengaluru (Bangalore),BMTC,24946,Devarachikkanahalli,66,4
Bengaluru (Bangalore),BMTC,35313,Devarachikkanahalli,72,6
Bengaluru (Bangalore),BMTC,24950,Devarahalli Gate,2,2
Bengaluru (Bangalore),BMTC,32469,Devarahalli Gate,4,3
Bengaluru (Bangalore),BMTC,39514,Devarahatti Magadi,5,1
Bengaluru (Bangalore),BMTC,24255,Devasandra,17,5
Bengaluru (Bangalore),BMTC,24262,Devasandra,17,7
Bengaluru (Bangalore),BMTC,24952,Devasandra Chikkamaranahalli,151,15
Bengaluru (Bangalore),BMTC,32470,Devasandra Chikkamaranahalli,152,17
Bengaluru (Bangalore),BMTC,24954,Devashettyhalli,5,3
Bengaluru (Bangalore),BMTC,32471,Devashettyhalli,5,3
Bengaluru (Bangalore),BMTC,24962,Devegowda Hospital,122,14
Bengaluru (Bangalore),BMTC,32475,Devegowda Hospital,105,11
Bengaluru (Bangalore),BMTC,20755,Devegowda Petrol Bunk,609,41
Bengaluru (Bangalore),BMTC,20756,Devegowda Petrol Bunk,651,51
Bengaluru (Bangalore),BMTC,23679,Devegowda Petrol Bunk,268,30
Bengaluru (Bangalore),BMTC,23735,Devegowda Petrol Bunk,195,20
Bengaluru (Bangalore),BMTC,20757,Devinagara Cross,674,73
Bengaluru (Bangalore),BMTC,20758,Devinagara Cross,715,79
Bengaluru (Bangalore),BMTC,21890,Devis Road,308,87
Bengaluru (Bangalore),BMTC,21891,Devis Road,284,85
Bengaluru (Bangalore),BMTC,24967,Dhaba Gate,239,35
Bengaluru (Bangalore),BMTC,32476,Dhaba Gate,237,34
Bengaluru (Bangalore),BMTC,24969,Dhananayakanahalli,6,2
Bengaluru (Bangalore),BMTC,32477,Dhananayakanahalli,4,1
Bengaluru (Bangalore),BMTC,24971,Dharma Nayakana Tandya,4,3
Bengaluru (Bangalore),BMTC,32478,Dharma Nayakana Tandya,4,3
Bengaluru (Bangalore),BMTC,24973,Dharmapura,25,3
Bengaluru (Bangalore),BMTC,35333,Dharmapura,25,3
Bengaluru (Bangalore),BMTC,21892,Dharmapura Cross,6,2
Bengaluru (Bangalore),BMTC,21893,Dharmapura Cross,9,5
Bengaluru (Bangalore),BMTC,24975,Dharmapura Gate,1,1
Bengaluru (Bangalore),BMTC,21506,Dhobi Ghat Rajajinagara,104,12
Bengaluru (Bangalore),BMTC,21894,Dhobi Ghat Rajajinagara,435,25
Bengaluru (Bangalore),BMTC,21895,Dhobi Ghat Rajajinagara,482,23
Bengaluru (Bangalore),BMTC,24978,Dhobi Ghat Rajajinagara,24,4
Bengaluru (Bangalore),BMTC,32481,Dhobi Ghat Rajajinagara,32,4
Bengaluru (Bangalore),BMTC,21896,Dhoopanahalli,258,22
Bengaluru (Bangalore),BMTC,24979,Dhoopanahalli,53,4
Bengaluru (Bangalore),BMTC,35940,Dhoopanahalli,318,25
Bengaluru (Bangalore),BMTC,22893,Diacon Hospital,525,37
Bengaluru (Bangalore),BMTC,24193,Diacon Hospital,478,33
Bengaluru (Bangalore),BMTC,24981,Dibbur,8,3
Bengaluru (Bangalore),BMTC,32482,Dibbur,4,2
Bengaluru (Bangalore),BMTC,24986,Dickenson Road,8,2
Bengaluru (Bangalore),BMTC,35354,Dickenson Road,6,2
Bengaluru (Bangalore),BMTC,24990,Dinnepalya,15,6
Bengaluru (Bangalore),BMTC,32487,Dinnepalya,13,5
Bengaluru (Bangalore),BMTC,21898,Dinnur,8,5
Bengaluru (Bangalore),BMTC,32488,Dinnur,6,2
Bengaluru (Bangalore),BMTC,32489,Dinnur,4,2
Bengaluru (Bangalore),BMTC,32490,Dinnur,4,3
Bengaluru (Bangalore),BMTC,24996,Dinnur Cross,7,3
Bengaluru (Bangalore),BMTC,32491,Dinnur Cross,5,2
Bengaluru (Bangalore),BMTC,20759,Dinnur Main Road,480,24
Bengaluru (Bangalore),BMTC,20760,Dinnur Main Road,480,31
Bengaluru (Bangalore),BMTC,24998,Dinnur Sudhamanagara,24,7
Bengaluru (Bangalore),BMTC,32492,Dinnur Sudhamanagara,69,11
Bengaluru (Bangalore),BMTC,21899,Diwanarapalya,835,100
Bengaluru (Bangalore),BMTC,21900,Diwanarapalya,869,100
Bengaluru (Bangalore),BMTC,25003,Doctors Layout Kasturinagara,21,6
Bengaluru (Bangalore),BMTC,32494,Doctors Layout Kasturinagara,9,2
Bengaluru (Bangalore),BMTC,25005,Dodda Aladamara,27,6
Bengaluru (Bangalore),BMTC,32495,Dodda Aladamara,154,38
Bengaluru (Bangalore),BMTC,39800,Dodda Aladamara,5,3
Bengaluru (Bangalore),BMTC,39801,Dodda Aladamara,4,3
Bengaluru (Bangalore),BMTC,25007,Dodda Aladamara Cross,81,13
Bengaluru (Bangalore),BMTC,32496,Dodda Aladamara Cross,83,14
Bengaluru (Bangalore),BMTC,22731,Dodda Basti,97,9
Bengaluru (Bangalore),BMTC,25008,Dodda Basti,88,9
Bengaluru (Bangalore),BMTC,25010,Dodda Bettahalli,8,3
Bengaluru (Bangalore),BMTC,32497,Dodda Bettahalli,7,4
Bengaluru (Bangalore),BMTC,21901,Dodda Bommasandra,179,20
Bengaluru (Bangalore),BMTC,21902,Dodda Bommasandra,647,29
Bengaluru (Bangalore),BMTC,21903,Dodda Bommasandra Arch,407,27
Bengaluru (Bangalore),BMTC,21904,Dodda Bommasandra Arch,419,28
Bengaluru (Bangalore),BMTC,32525,Dodda Byadagere Doddy Gate,7,2
Bengaluru (Bangalore),BMTC,25014,Dodda Byalakere,29,8
Bengaluru (Bangalore),BMTC,32498,Dodda Byalakere,130,28
Bengaluru (Bangalore),BMTC,32499,Dodda Byalakere,107,28
Bengaluru (Bangalore),BMTC,32500,Dodda Byalakere,2,2
Bengaluru (Bangalore),BMTC,25016,Dodda Cheemanahalli,2,2
Bengaluru (Bangalore),BMTC,32501,Dodda Cheemanahalli,2,2
Bengaluru (Bangalore),BMTC,25018,Dodda Cheemanahalli Cross,2,2
Bengaluru (Bangalore),BMTC,32502,Dodda Cheemanahalli Cross,2,2
Bengaluru (Bangalore),BMTC,25020,Dodda Dasarahalli,2,2
Bengaluru (Bangalore),BMTC,32503,Dodda Dasarahalli,3,3
Bengaluru (Bangalore),BMTC,25022,Dodda Dasarahalli Cross,2,2
Bengaluru (Bangalore),BMTC,32504,Dodda Dasarahalli Cross,3,3
Bengaluru (Bangalore),BMTC,21905,Dodda Dunnasandra,113,56
Bengaluru (Bangalore),BMTC,21906,Dodda Dunnasandra,118,55
Bengaluru (Bangalore),BMTC,21907,Dodda Dunnasandra Cross,46,31
Bengaluru (Bangalore),BMTC,21908,Dodda Dunnasandra Cross,118,55
Bengaluru (Bangalore),BMTC,25023,Dodda Dunnasandra Cross,67,25
Bengaluru (Bangalore),BMTC,25026,Dodda Gubbi,17,6
Bengaluru (Bangalore),BMTC,32505,Dodda Gubbi,20,4
Bengaluru (Bangalore),BMTC,32506,Dodda Gubbi,31,9
Bengaluru (Bangalore),BMTC,39591,Dodda Gubbi Cross(Udupi Hotel),1,1
Bengaluru (Bangalore),BMTC,25030,Dodda Haralegere,1,1
Bengaluru (Bangalore),BMTC,32508,Dodda Haralegere,1,1
Bengaluru (Bangalore),BMTC,25032,Dodda Hullur Gate,32,8
Bengaluru (Bangalore),BMTC,32509,Dodda Hullur Gate,30,7
Bengaluru (Bangalore),BMTC,25034,Dodda Hulluru School Gate,30,7
Bengaluru (Bangalore),BMTC,32510,Dodda Hulluru School Gate,32,8
Bengaluru (Bangalore),BMTC,25036,Dodda Kurabarahalli,9,2
Bengaluru (Bangalore),BMTC,32511,Dodda Kurabarahalli,9,1
Bengaluru (Bangalore),BMTC,25037,Dodda Maralawadi,17,3
Bengaluru (Bangalore),BMTC,39226,Dodda Maskal,7,3
Bengaluru (Bangalore),BMTC,24168,Dodda Nagamangala,8,2
Bengaluru (Bangalore),BMTC,24176,Dodda Nagamangala,8,2
Bengaluru (Bangalore),BMTC,25042,Dodda Nagamangala Tirumala Bekary,4,1
Bengaluru (Bangalore),BMTC,32513,Dodda Nagamangala Tirumala Bekary,4,1
Bengaluru (Bangalore),BMTC,32514,Dodda Nallala,1,1
Bengaluru (Bangalore),BMTC,32515,Dodda Nekkundi,10,6
Bengaluru (Bangalore),BMTC,32516,Dodda Nekkundi,22,7
Bengaluru (Bangalore),BMTC,20761,Dodda Nekkundi Bridge/Rainbow Hospital,1030,84
Bengaluru (Bangalore),BMTC,20762,Dodda Nekkundi Bridge/Rainbow Hospital,1046,78
Bengaluru (Bangalore),BMTC,25047,Dodda Nekkundi Cross,12,6
Bengaluru (Bangalore),BMTC,25050,Dodda Nekkundi Cross,19,7
Bengaluru (Bangalore),BMTC,32517,Dodda Nekkundi Junction,7,3
Bengaluru (Bangalore),BMTC,32518,Dodda Nekkundi Junction,11,4
Bengaluru (Bangalore),BMTC,40534,Dodda Sadenahalli,2,1
Bengaluru (Bangalore),BMTC,40535,Dodda Sadenahalli,2,1
Bengaluru (Bangalore),BMTC,40542,Dodda Sadenahalli Cross,2,1
Bengaluru (Bangalore),BMTC,31428,Dodda Tattamangala,1,1
Bengaluru (Bangalore),BMTC,35012,Dodda Tattamangala,2,2
Bengaluru (Bangalore),BMTC,25054,Dodda Thimmasandra,4,1
Bengaluru (Bangalore),BMTC,23399,Dodda Thimmasandra Gate,33,11
Bengaluru (Bangalore),BMTC,23415,Dodda Thimmasandra Gate,31,11
Bengaluru (Bangalore),BMTC,25057,Dodda Thoguru,3,2
Bengaluru (Bangalore),BMTC,32521,Dodda Thoguru,3,2
Bengaluru (Bangalore),BMTC,25064,Dodda Tumkur,5,3
Bengaluru (Bangalore),BMTC,32524,Dodda Tumkur,2,2
Bengaluru (Bangalore),BMTC,40543,Dodda sadenahalli Cross,2,1
Bengaluru (Bangalore),BMTC,25068,Doddaballapura Bus Stand,755,41
Bengaluru (Bangalore),BMTC,38731,Doddaballapura Govt Hospital,4,2
Bengaluru (Bangalore),BMTC,30921,Doddaballapura KEB Circle,4,2
Bengaluru (Bangalore),BMTC,33405,Doddaballapura KEB Circle,9,1
Bengaluru (Bangalore),BMTC,27845,Doddaballapura Railway Station,273,26
Bengaluru (Bangalore),BMTC,34325,Doddaballapura Railway Station,264,29
Bengaluru (Bangalore),BMTC,25070,Doddaballapura Tollgate,3,2
Bengaluru (Bangalore),BMTC,32526,Doddaballapura Tollgate,2,1
Bengaluru (Bangalore),BMTC,25072,Doddabannahalli,2,1
Bengaluru (Bangalore),BMTC,32527,Doddabannahalli,2,2
Bengaluru (Bangalore),BMTC,25074,Doddabelavangala,10,1
Bengaluru (Bangalore),BMTC,32528,Doddabelavangala,10,2
Bengaluru (Bangalore),BMTC,32529,Doddabele,35,4
Bengaluru (Bangalore),BMTC,38622,Doddabele Colony,6,1
Bengaluru (Bangalore),BMTC,25081,Doddabidarakallu,52,2
Bengaluru (Bangalore),BMTC,32531,Doddabidarakallu,67,3
Bengaluru (Bangalore),BMTC,37232,Doddadenahalli 1,3,1
Bengaluru (Bangalore),BMTC,25085,Doddagattiganabbe,10,6
Bengaluru (Bangalore),BMTC,32534,Doddagattiganabbe,10,6
Bengaluru (Bangalore),BMTC,25088,Doddagattiganabbe Cross,10,6
Bengaluru (Bangalore),BMTC,32535,Doddagattiganabbe Cross,10,6
Bengaluru (Bangalore),BMTC,25028,Doddahagade,1,1
Bengaluru (Bangalore),BMTC,32507,Doddahagade,2,1
