city,agency,stop_id,stop_name,trip_count,route_count
Bengaluru (Bangalore),BMTC,33635,Kurubarahalli,183,11
Bengaluru (Bangalore),BMTC,33636,Kurubarahalli,152,10
Bengaluru (Bangalore),BMTC,28414,Kurubarahalli,1,1
Bengaluru (Bangalore),BMTC,33637,Kurubarahalli,1,1
Bengaluru (Bangalore),BMTC,28417,Kurubarahalli Cross,21,11
Bengaluru (Bangalore),BMTC,33638,Kurubarahalli Cross,77,16
Bengaluru (Bangalore),BMTC,33639,Kurubarahalli Cross,92,21
Bengaluru (Bangalore),BMTC,22826,Kurubarakunte Cross (Narsari),49,5
Bengaluru (Bangalore),BMTC,22827,Kurubarakunte Cross (Narsari),49,5
Bengaluru (Bangalore),BMTC,28419,Kurubarapalya,29,12
Bengaluru (Bangalore),BMTC,33640,Kurubarapalya,24,8
Bengaluru (Bangalore),BMTC,28421,Kurubarapalya Cross,31,15
Bengaluru (Bangalore),BMTC,33641,Kurubarapalya Cross,28,13
Bengaluru (Bangalore),BMTC,28423,Kurudu Sonnenahalli,18,2
Bengaluru (Bangalore),BMTC,33642,Kurudu Sonnenahalli,17,2
Bengaluru (Bangalore),BMTC,38672,Kurudu Sonnenahalli Cross,18,2
Bengaluru (Bangalore),BMTC,38673,Kurudu Sonnenahalli Cross,17,2
Bengaluru (Bangalore),BMTC,24028,Kutaganahalli Cross,13,6
Bengaluru (Bangalore),BMTC,24033,Kutaganahalli Cross,17,7
Bengaluru (Bangalore),BMTC,24030,Kuthaganahalli,9,3
Bengaluru (Bangalore),BMTC,24031,Kuthaganahalli,9,3
Bengaluru (Bangalore),BMTC,33643,Kuvempu Circle,236,32
Bengaluru (Bangalore),BMTC,33644,Kuvempu Circle,213,22
Bengaluru (Bangalore),BMTC,20961,Kuvempu Circle,674,73
Bengaluru (Bangalore),BMTC,20962,Kuvempu Circle,713,78
Bengaluru (Bangalore),BMTC,28426,Kuvempu Circle,146,15
Bengaluru (Bangalore),BMTC,31389,Kuvempu Circle,145,12
Bengaluru (Bangalore),BMTC,28428,Kuvempunagara,45,14
Bengaluru (Bangalore),BMTC,33645,Kuvempunagara,42,13
Bengaluru (Bangalore),BMTC,35825,Kuvempunagara,7,2
Bengaluru (Bangalore),BMTC,35826,Kuvempunagara,7,2
Bengaluru (Bangalore),BMTC,20687,Kuvempunagara ( BTM Layout),853,66
Bengaluru (Bangalore),BMTC,29402,Kuvempunagara 2nd stage,42,13
Bengaluru (Bangalore),BMTC,35591,Kuvempunagara 2nd stage,45,14
Bengaluru (Bangalore),BMTC,20686,Kuvempunagara Bus Station(BTM Layout),880,68
Bengaluru (Bangalore),BMTC,35932,Kuvempunagara Bus station (BTM Layout),298,12
Bengaluru (Bangalore),BMTC,35234,Kyalasanahalli,8,2
Bengaluru (Bangalore),BMTC,28432,Kyalasanahalli,67,12
Bengaluru (Bangalore),BMTC,33646,Kyalasanahalli,81,16
Bengaluru (Bangalore),BMTC,28434,Kyalasanahalli Cross,4,2
Bengaluru (Bangalore),BMTC,33647,Kyalasanahalli Cross,4,1
Bengaluru (Bangalore),BMTC,40396,Kyathsandra Bus Stand,36,3
Bengaluru (Bangalore),BMTC,40397,Kyathsandra Bus Stand,33,3
Bengaluru (Bangalore),BMTC,28436,L and T Factory Doddaballapura,43,2
Bengaluru (Bangalore),BMTC,33648,L and T Factory Doddaballapura,42,2
Bengaluru (Bangalore),BMTC,38985,LAKE VIEW appartment near beedi colony,2,1
Bengaluru (Bangalore),BMTC,28523,LG Godown,10,4
Bengaluru (Bangalore),BMTC,33697,LG Godown,14,5
Bengaluru (Bangalore),BMTC,28556,LR Bande,7,3
Bengaluru (Bangalore),BMTC,33711,LR Bande,5,2
Bengaluru (Bangalore),BMTC,39074,LTG Aishwarya,16,6
Bengaluru (Bangalore),BMTC,39075,LTG Aishwarya,15,5
Bengaluru (Bangalore),BMTC,39076,LTG Indraprastha,15,5
Bengaluru (Bangalore),BMTC,39077,LTG Indraprastha,16,6
Bengaluru (Bangalore),BMTC,28439,Laggere Bridge,796,54
Bengaluru (Bangalore),BMTC,33650,Laggere Bridge,796,60
Bengaluru (Bangalore),BMTC,28442,Laggere Cross,251,21
Bengaluru (Bangalore),BMTC,33651,Laggere Cross,366,23
Bengaluru (Bangalore),BMTC,33652,Laggere Cross,264,17
Bengaluru (Bangalore),BMTC,28443,Laggere New Bus Stand,441,21
Bengaluru (Bangalore),BMTC,28445,Lagumenahalli Circle,4,1
Bengaluru (Bangalore),BMTC,28448,Lagumenahalli Cross,23,5
Bengaluru (Bangalore),BMTC,33654,Lagumenahalli Cross,25,5
Bengaluru (Bangalore),BMTC,28452,Lake Side Hospital,1,1
Bengaluru (Bangalore),BMTC,23517,Lakeshore Garden,11,3
Bengaluru (Bangalore),BMTC,24118,Lakeshore Garden,3,2
Bengaluru (Bangalore),BMTC,28455,Lakkaiahana Doddy,3,3
Bengaluru (Bangalore),BMTC,28456,Lakkaiahanapalya,1,1
Bengaluru (Bangalore),BMTC,28458,Lakkaiahnapalya,13,7
Bengaluru (Bangalore),BMTC,33659,Lakkaiahnapalya,12,5
Bengaluru (Bangalore),BMTC,31390,Lakkaiahnapalya 1,1,1
Bengaluru (Bangalore),BMTC,20965,Lakkasandra,1767,252
Bengaluru (Bangalore),BMTC,20966,Lakkasandra,1655,251
Bengaluru (Bangalore),BMTC,38439,Lakkasandra,3,3
Bengaluru (Bangalore),BMTC,28460,Lakkasandra Cross T Beguru,1,1
Bengaluru (Bangalore),BMTC,28462,Lakkenahalli Cross,2,2
Bengaluru (Bangalore),BMTC,33661,Lakkenahalli Cross,1,1
Bengaluru (Bangalore),BMTC,28464,Lakkenahalli Junction Sondekoppa Road,93,15
Bengaluru (Bangalore),BMTC,33662,Lakkenahalli Junction Sondekoppa Road,92,16
Bengaluru (Bangalore),BMTC,28467,Lakkondahalli,6,2
Bengaluru (Bangalore),BMTC,28469,Lakkondahalli Gate,194,13
Bengaluru (Bangalore),BMTC,33664,Lakkondahalli Gate,191,13
Bengaluru (Bangalore),BMTC,28471,Lakkondahalli Temple,194,13
Bengaluru (Bangalore),BMTC,33665,Lakkondahalli Temple,191,13
Bengaluru (Bangalore),BMTC,21558,Lakkuppe,385,65
Bengaluru (Bangalore),BMTC,21559,Lakkuppe,358,56
Bengaluru (Bangalore),BMTC,28475,Lakkur,16,8
Bengaluru (Bangalore),BMTC,33666,Lakkur,7,4
Bengaluru (Bangalore),BMTC,33667,Lakkur,2,2
Bengaluru (Bangalore),BMTC,33668,Lakkur,8,5
Bengaluru (Bangalore),BMTC,33669,Lakshmaiah Badavane,8,2
Bengaluru (Bangalore),BMTC,28480,Lakshman Rao Nagara Anepalya,10,1
Bengaluru (Bangalore),BMTC,33670,Lakshman Rao Nagara Anepalya,10,2
Bengaluru (Bangalore),BMTC,28482,Lakshmi Devastana,93,15
Bengaluru (Bangalore),BMTC,33671,Lakshmi Devastana,93,17
Bengaluru (Bangalore),BMTC,39572,Lakshmi Institution,1415,170
Bengaluru (Bangalore),BMTC,24285,Lakshmi Layout,5,1
Bengaluru (Bangalore),BMTC,24351,Lakshmi Layout,4,1
Bengaluru (Bangalore),BMTC,28484,Lakshmi Temple,49,4
Bengaluru (Bangalore),BMTC,33672,Lakshmi Temple,49,4
Bengaluru (Bangalore),BMTC,22218,Lakshmi Venkateshwara Temple,264,19
Bengaluru (Bangalore),BMTC,22219,Lakshmi Venkateshwara Temple,344,33
Bengaluru (Bangalore),BMTC,24008,Lakshmidevi Nagara,2,2
Bengaluru (Bangalore),BMTC,24009,Lakshmidevi Nagara,2,2
Bengaluru (Bangalore),BMTC,24006,Lakshmidevi Nagara Cross(Sonal Garments),2,2
Bengaluru (Bangalore),BMTC,22220,Lakshmipura,283,73
Bengaluru (Bangalore),BMTC,22221,Lakshmipura,301,80
Bengaluru (Bangalore),BMTC,22222,Lakshmipura,178,25
Bengaluru (Bangalore),BMTC,22223,Lakshmipura,163,19
Bengaluru (Bangalore),BMTC,33673,Lakshmipura,8,2
Bengaluru (Bangalore),BMTC,28496,Lakshmipura,39,2
Bengaluru (Bangalore),BMTC,33683,Lakshmipura,3,1
Bengaluru (Bangalore),BMTC,33679,Lakshmipura,11,4
Bengaluru (Bangalore),BMTC,33680,Lakshmipura,12,6
Bengaluru (Bangalore),BMTC,33674,Lakshmipura,60,16
Bengaluru (Bangalore),BMTC,33675,Lakshmipura,57,14
Bengaluru (Bangalore),BMTC,40631,Lakshmipura,21,1
Bengaluru (Bangalore),BMTC,40632,Lakshmipura,21,1
Bengaluru (Bangalore),BMTC,28500,Lakshmipura Cross,22,3
Bengaluru (Bangalore),BMTC,33684,Lakshmipura Cross,169,37
Bengaluru (Bangalore),BMTC,33685,Lakshmipura Cross,141,26
Bengaluru (Bangalore),BMTC,33686,Lakshmipura Cross,2,1
Bengaluru (Bangalore),BMTC,33687,Lakshmipura Kalkere,10,1
Bengaluru (Bangalore),BMTC,28506,Lakshmisagara,9,3
Bengaluru (Bangalore),BMTC,33690,Lakshmisagara,2,1
Bengaluru (Bangalore),BMTC,33688,Lakshmisagara,3,2
Bengaluru (Bangalore),BMTC,33689,Lakshmisagara,3,2
Bengaluru (Bangalore),BMTC,28511,Lal Bahaddur Shastri Nagara,8,1
Bengaluru (Bangalore),BMTC,33692,Lal Bahaddur Shastri Nagara,19,5
Bengaluru (Bangalore),BMTC,33693,Lal Bahaddur Shastri Nagara,19,5
Bengaluru (Bangalore),BMTC,23825,Lalbagh Hopcoms,934,182
Bengaluru (Bangalore),BMTC,23922,Lalbagh Hopcoms,703,152
Bengaluru (Bangalore),BMTC,36140,Lalbagh Hopcoms,43,8
Bengaluru (Bangalore),BMTC,36141,Lalbagh Hopcoms,4,4
Bengaluru (Bangalore),BMTC,20967,Lalbagh Main Gate,724,155
Bengaluru (Bangalore),BMTC,23666,Lalbagh Main Gate,776,161
Bengaluru (Bangalore),BMTC,23675,Lalbagh Main Gate,429,51
Bengaluru (Bangalore),BMTC,38814,Lalbagh Metro Station,253,36
Bengaluru (Bangalore),BMTC,20968,Lalbagh West Gate,113,22
Bengaluru (Bangalore),BMTC,22225,Lalbagh West Gate,363,45
Bengaluru (Bangalore),BMTC,38846,Lalbagh West Gate,31,4
Bengaluru (Bangalore),BMTC,22224,Lalbagh West Gate (Lalbagh Metro Station),422,50
Bengaluru (Bangalore),BMTC,28514,Lavanya Talkies,12,2
Bengaluru (Bangalore),BMTC,35357,Lavanya Talkies,13,3
Bengaluru (Bangalore),BMTC,28521,Leelavathi Estate,2,2
Bengaluru (Bangalore),BMTC,33696,Leelavathi Estate,2,2
Bengaluru (Bangalore),BMTC,20969,Lido Talkies,596,182
Bengaluru (Bangalore),BMTC,21235,Lido Talkies,393,131
Bengaluru (Bangalore),BMTC,22226,Lido Talkies,185,29
Bengaluru (Bangalore),BMTC,20970,Life Style (Sacred Heart School),993,244
Bengaluru (Bangalore),BMTC,28525,Lingadeera Mallsandra,4,3
Bengaluru (Bangalore),BMTC,28527,Lingadeera Mallsandra Cross,4,4
Bengaluru (Bangalore),BMTC,33698,Lingadeera Mallsandra Cross,6,5
Bengaluru (Bangalore),BMTC,28529,Lingadeeranahalli,28,3
Bengaluru (Bangalore),BMTC,33699,Lingadeeranahalli,67,8
Bengaluru (Bangalore),BMTC,29566,Lingadeeranahalli Arch,288,16
Bengaluru (Bangalore),BMTC,35437,Lingadeeranahalli Arch,320,16
Bengaluru (Bangalore),BMTC,29374,Lingadhiranahalli 10th Cross,20,1
Bengaluru (Bangalore),BMTC,28531,Linganahalli,5,4
Bengaluru (Bangalore),BMTC,33700,Linganahalli,4,4
Bengaluru (Bangalore),BMTC,28533,Linganahalli Gate,7,4
Bengaluru (Bangalore),BMTC,33701,Linganahalli Gate,4,3
Bengaluru (Bangalore),BMTC,36098,Linganahalli Gate,4,2
Bengaluru (Bangalore),BMTC,33702,Lingapura,3,2
Bengaluru (Bangalore),BMTC,33703,Lingapura,3,2
Bengaluru (Bangalore),BMTC,28537,Lingapura,20,8
Bengaluru (Bangalore),BMTC,33704,Lingapura,19,5
Bengaluru (Bangalore),BMTC,28541,Lingarajapura,2,1
Bengaluru (Bangalore),BMTC,33706,Lingarajapura,2,2
Bengaluru (Bangalore),BMTC,22227,Lingarajapura,305,86
Bengaluru (Bangalore),BMTC,22228,Lingarajapura,285,86
Bengaluru (Bangalore),BMTC,22229,Lingarajapura Bridge,308,87
Bengaluru (Bangalore),BMTC,22230,Lingarajapura Bridge,278,84
Bengaluru (Bangalore),BMTC,39334,Lingarajapura Indira Canteen,2,2
Bengaluru (Bangalore),BMTC,28545,Lingenahalli,6,6
Bengaluru (Bangalore),BMTC,33708,Lingenahalli,5,5
Bengaluru (Bangalore),BMTC,20971,Link Road,1763,266
Bengaluru (Bangalore),BMTC,28549,Lohithanagara (Nelamangala),1,1
Bengaluru (Bangalore),BMTC,33709,Lohithanagara (Nelamangala),1,1
Bengaluru (Bangalore),BMTC,28552,Lottegollahalli,5,1
Bengaluru (Bangalore),BMTC,33710,Lottegollahalli,5,1
Bengaluru (Bangalore),BMTC,35161,Loyola School,631,94
Bengaluru (Bangalore),BMTC,35231,Loyola School,627,91
Bengaluru (Bangalore),BMTC,36211,Loyola School,24,10
Bengaluru (Bangalore),BMTC,39317,Lumbini International Public School,2,1
Bengaluru (Bangalore),BMTC,28518,Lurdubayi Samudaya Bhavana,795,59
Bengaluru (Bangalore),BMTC,33695,Lurdubayi Samudaya Bhavana,796,54
Bengaluru (Bangalore),BMTC,28558,M Gopahalli,7,5
Bengaluru (Bangalore),BMTC,33712,M Gopahalli,3,3
Bengaluru (Bangalore),BMTC,28560,M Hosahalli Gate,17,4
Bengaluru (Bangalore),BMTC,33713,M Hosahalli Gate,17,5
Bengaluru (Bangalore),BMTC,28562,M Karenahalli,9,4
Bengaluru (Bangalore),BMTC,33714,M Karenahalli,8,4
Bengaluru (Bangalore),BMTC,38367,M Medahalli,3,2
Bengaluru (Bangalore),BMTC,38787,M S Nagara (Thirumenahalli),193,8
Bengaluru (Bangalore),BMTC,38788,M S Nagara (Thirumenahalli),185,7
Bengaluru (Bangalore),BMTC,28564,M Sathyawara,4,2
Bengaluru (Bangalore),BMTC,33715,M Sathyawara,4,1
Bengaluru (Bangalore),BMTC,28920,MC Donald,112,2
Bengaluru (Bangalore),BMTC,33892,MC Donald,112,2
Bengaluru (Bangalore),BMTC,21013,MC Layout,355,28
Bengaluru (Bangalore),BMTC,28922,MD Block,147,2
Bengaluru (Bangalore),BMTC,33893,MD Block,1,1
Bengaluru (Bangalore),BMTC,33914,MEG Centre,28,3
Bengaluru (Bangalore),BMTC,33915,MEG Centre,35,7
Bengaluru (Bangalore),BMTC,39261,MEG Centre (KIA),17,2
Bengaluru (Bangalore),BMTC,28964,MEI Colony Laggere,252,20
Bengaluru (Bangalore),BMTC,33916,MEI Colony Laggere,254,20
Bengaluru (Bangalore),BMTC,21016,MEI Factory,1279,192
Bengaluru (Bangalore),BMTC,21017,MEI Factory,1328,218
Bengaluru (Bangalore),BMTC,28966,MEI Layout,4,2
Bengaluru (Bangalore),BMTC,33917,MEI Layout,4,2
Bengaluru (Bangalore),BMTC,28968,MEI Layout Arch,168,25
Bengaluru (Bangalore),BMTC,33918,MEI Layout Arch,500,54
Bengaluru (Bangalore),BMTC,28978,MES College Aradeshanahalli Road,11,7
Bengaluru (Bangalore),BMTC,33924,MES College Aradeshanahalli Road,12,9
Bengaluru (Bangalore),BMTC,21570,MES Road,415,36
Bengaluru (Bangalore),BMTC,21571,MES Road,353,27
Bengaluru (Bangalore),BMTC,21572,MG Road,479,65
Bengaluru (Bangalore),BMTC,23821,MG Road Metro Station,78,13
Bengaluru (Bangalore),BMTC,24045,MG Road Metro Station,262,24
Bengaluru (Bangalore),BMTC,21520,MG Statue (Chinnaswamy Stadium),505,55
Bengaluru (Bangalore),BMTC,22231,MG Statue (Chinnaswamy Stadium),111,12
Bengaluru (Bangalore),BMTC,22286,MG Statue (Chinnaswamy Stadium),71,15
Bengaluru (Bangalore),BMTC,28986,MG Statue (Chinnaswamy Stadium),3,3
Bengaluru (Bangalore),BMTC,28988,MGM School,113,42
Bengaluru (Bangalore),BMTC,33928,MGM School,105,38
Bengaluru (Bangalore),BMTC,23852,MICO Factory Junction,68,5
Bengaluru (Bangalore),BMTC,24136,MICO Factory Junction,171,11
Bengaluru (Bangalore),BMTC,24274,MICO Factory Junction,113,9
Bengaluru (Bangalore),BMTC,23598,MICO Gate Adugodi,124,8
Bengaluru (Bangalore),BMTC,24070,MICO Gate Adugodi,113,9
Bengaluru (Bangalore),BMTC,21021,MICO Layout BTM,990,79
Bengaluru (Bangalore),BMTC,21022,MICO Layout BTM,984,78
Bengaluru (Bangalore),BMTC,23575,MICO Layout Checkpost Gopalan mall,820,104
Bengaluru (Bangalore),BMTC,23873,MICO Layout Checkpost Gopalan mall,720,88
Bengaluru (Bangalore),BMTC,28990,MICO Shramajeevi Colony Arakere,8,1
Bengaluru (Bangalore),BMTC,22292,MM Industries,155,18
Bengaluru (Bangalore),BMTC,22293,MM Industries,143,14
Bengaluru (Bangalore),BMTC,29024,MM Medicals,25,3
Bengaluru (Bangalore),BMTC,22294,MN Krishna Rao Park,421,95
Bengaluru (Bangalore),BMTC,39973,MP Office Bangalore South,232,19
Bengaluru (Bangalore),BMTC,22302,MR Nursing College,263,65
Bengaluru (Bangalore),BMTC,22303,MR Nursing College,264,63
Bengaluru (Bangalore),BMTC,39108,MRB Grand Hotel,87,4
Bengaluru (Bangalore),BMTC,39109,MRB Grand Hotel,88,4
Bengaluru (Bangalore),BMTC,29048,MRV Bricks Factory,2,2
Bengaluru (Bangalore),BMTC,33955,MRV Bricks Factory,1,1
Bengaluru (Bangalore),BMTC,38026,MS Building,391,82
Bengaluru (Bangalore),BMTC,22305,MS Palya,397,50
Bengaluru (Bangalore),BMTC,33956,MS Palya,187,37
Bengaluru (Bangalore),BMTC,33957,MS Palya,469,52
Bengaluru (Bangalore),BMTC,36469,MS Palya,42,10
Bengaluru (Bangalore),BMTC,22306,MS Ramaiah College,845,101
Bengaluru (Bangalore),BMTC,22307,MS Ramaiah College,870,100
Bengaluru (Bangalore),BMTC,21029,MS Ramaiah Hospital,295,23
Bengaluru (Bangalore),BMTC,21030,MS Ramaiah Hospital,149,13
Bengaluru (Bangalore),BMTC,29054,MS Ramayya Hospital,2,2
Bengaluru (Bangalore),BMTC,33958,MS Ramayya Hospital,2,1
Bengaluru (Bangalore),BMTC,38149,MTR Hotel,56,1
Bengaluru (Bangalore),BMTC,38150,MTR Hotel,56,1
Bengaluru (Bangalore),BMTC,29152,MV Solar Dabasapete Industrial Area,24,4
Bengaluru (Bangalore),BMTC,34013,MV Solar Dabaspete Industrial Area,45,5
Bengaluru (Bangalore),BMTC,22320,MVJ College Channasandra,297,93
Bengaluru (Bangalore),BMTC,22321,MVJ College Channasandra,279,89
Bengaluru (Bangalore),BMTC,29154,MVJ Medical Hospital,49,5
Bengaluru (Bangalore),BMTC,34014,MVJ Medical Hospital,77,16
Bengaluru (Bangalore),BMTC,33716,Machanahalli Dabaspete,2,1
Bengaluru (Bangalore),BMTC,28566,Machenahalli Dabaspete,2,1
Bengaluru (Bangalore),BMTC,28568,Machohalli,16,6
Bengaluru (Bangalore),BMTC,33717,Machohalli,17,7
Bengaluru (Bangalore),BMTC,28570,Machohalli Colony,16,6
Bengaluru (Bangalore),BMTC,33718,Machohalli Colony,17,7
Bengaluru (Bangalore),BMTC,21561,Machohalli Gate,608,93
Bengaluru (Bangalore),BMTC,21562,Machohalli Gate,629,99
Bengaluru (Bangalore),BMTC,33719,Machonayakanahalli,1,1
Bengaluru (Bangalore),BMTC,28575,Madagondanahalli,7,3
Bengaluru (Bangalore),BMTC,33720,Madagondanahalli,7,3
Bengaluru (Bangalore),BMTC,22232,Madanayakanahalli,580,124
Bengaluru (Bangalore),BMTC,33723,Madanayakanahalli,112,29
Bengaluru (Bangalore),BMTC,33724,Madanayakanahalli,507,98
Bengaluru (Bangalore),BMTC,33725,Madanayakanahalli,45,5
Bengaluru (Bangalore),BMTC,35119,Madapatna,162,25
Bengaluru (Bangalore),BMTC,35296,Madapatna,137,20
Bengaluru (Bangalore),BMTC,28585,Madapatna,15,6
Bengaluru (Bangalore),BMTC,33726,Madapatna,15,5
Bengaluru (Bangalore),BMTC,28587,Madapatna Cross,11,4
Bengaluru (Bangalore),BMTC,33727,Madapatna Cross,13,6
Bengaluru (Bangalore),BMTC,39962,Madappana Doddi Colony,19,3
Bengaluru (Bangalore),BMTC,39963,Madappana Doddi Colony,15,3
Bengaluru (Bangalore),BMTC,33728,Madappanahalli,8,6
Bengaluru (Bangalore),BMTC,33729,Madappanahalli,9,6
Bengaluru (Bangalore),BMTC,28591,Madappanahalli,3,1
Bengaluru (Bangalore),BMTC,33730,Madappanahalli,4,1
Bengaluru (Bangalore),BMTC,28592,Madappanahalli Cross,25,10
Bengaluru (Bangalore),BMTC,35159,Madappanahalli Cross,19,9
Bengaluru (Bangalore),BMTC,28597,Madarasa School,5,3
Bengaluru (Bangalore),BMTC,31391,Madarasa School 1,6,4
Bengaluru (Bangalore),BMTC,39932,Madavanagara (Kempegowdanagara),79,11
Bengaluru (Bangalore),BMTC,39933,Madavanagara (Kempegowdanagara),62,9
Bengaluru (Bangalore),BMTC,28598,Madavara,642,119
Bengaluru (Bangalore),BMTC,28601,Madavara Kodipalya,4,2
Bengaluru (Bangalore),BMTC,39370,Madavara Metro Station,56,4
Bengaluru (Bangalore),BMTC,21563,Madhavan Park,652,76
Bengaluru (Bangalore),BMTC,24044,Madhavan Park,232,34
Bengaluru (Bangalore),BMTC,33735,Madhugirihalli,4,1
Bengaluru (Bangalore),BMTC,24201,Madhura Nagara,68,19
Bengaluru (Bangalore),BMTC,24209,Madhura Nagara,67,18
Bengaluru (Bangalore),BMTC,23478,Madhura Nagara Hostel,3,1
Bengaluru (Bangalore),BMTC,24200,Madhura Nagara Hostel,66,18
Bengaluru (Bangalore),BMTC,24210,Madhura Nagara Hostel,66,17
Bengaluru (Bangalore),BMTC,20606,Madhure Anjaneya Temple,19,10
Bengaluru (Bangalore),BMTC,29531,Madhure Anjaneya Temple,62,16
Bengaluru (Bangalore),BMTC,20972,Madhure Village,39,18
Bengaluru (Bangalore),BMTC,28602,Madhure Village,42,17
Bengaluru (Bangalore),BMTC,39763,Madigondanahalli,2,1
Bengaluru (Bangalore),BMTC,20973,Madivala,1324,176
Bengaluru (Bangalore),BMTC,20974,Madivala,1310,178
Bengaluru (Bangalore),BMTC,22235,Madivala Masidi,331,33
Bengaluru (Bangalore),BMTC,28607,Madugirihalli,6,2
Bengaluru (Bangalore),BMTC,28611,Magadi Bus Stand,236,17
Bengaluru (Bangalore),BMTC,20558,Magadi Road 10th Cross,961,146
Bengaluru (Bangalore),BMTC,20559,Magadi Road 10th Cross,927,140
Bengaluru (Bangalore),BMTC,20577,Magadi Road 1st Cross,895,141
Bengaluru (Bangalore),BMTC,20578,Magadi Road 1st Cross,943,145
Bengaluru (Bangalore),BMTC,20584,Magadi Road 5th Cross,949,148
Bengaluru (Bangalore),BMTC,20585,Magadi Road 5th Cross,941,145
Bengaluru (Bangalore),BMTC,38800,Magadi Road Metro Station,929,139
Bengaluru (Bangalore),BMTC,38801,Magadi Road Metro Station,949,148
Bengaluru (Bangalore),BMTC,20975,Magadi Road TollGate,497,54
Bengaluru (Bangalore),BMTC,20976,Magadi Road TollGate,1358,184
Bengaluru (Bangalore),BMTC,22236,Magadi Road TollGate,440,25
Bengaluru (Bangalore),BMTC,23481,Magadi Road TollGate,414,19
Bengaluru (Bangalore),BMTC,28613,Magadi Road Tollgate,870,133
Bengaluru (Bangalore),BMTC,28614,Mahadeshwara Badavane,18,4
Bengaluru (Bangalore),BMTC,33738,Mahadeshwara Nagara,6,2
Bengaluru (Bangalore),BMTC,33739,Mahadeshwara Nagara,692,49
Bengaluru (Bangalore),BMTC,28617,Mahadeshwara Nagara,13,5
Bengaluru (Bangalore),BMTC,35353,Mahadeshwara Nagara,14,6
Bengaluru (Bangalore),BMTC,28619,Mahadeva Kodigehalli,5,3
Bengaluru (Bangalore),BMTC,33740,Mahadeva Kodigehalli,5,3
Bengaluru (Bangalore),BMTC,22237,Mahadevapura,326,105
Bengaluru (Bangalore),BMTC,22238,Mahadevapura,314,97
Bengaluru (Bangalore),BMTC,28627,Mahadevapura,6,6
Bengaluru (Bangalore),BMTC,33743,Mahadevapura,4,4
Bengaluru (Bangalore),BMTC,33744,Mahadevapura,1,1
Bengaluru (Bangalore),BMTC,20977,Mahadevapura Ring Road,1046,78
Bengaluru (Bangalore),BMTC,20978,Mahadevapura Ring Road,1030,84
Bengaluru (Bangalore),BMTC,23398,Mahal Chowdadenahalli,32,11
Bengaluru (Bangalore),BMTC,23416,Mahal Chowdadenahalli,32,12
Bengaluru (Bangalore),BMTC,39826,Mahalakshmi Bakery Banashankari 9th Block,46,3
Bengaluru (Bangalore),BMTC,39827,Mahalakshmi Bakery Banashankari 9th Block,46,3
Bengaluru (Bangalore),BMTC,24096,Mahalakshmi Layout,361,24
Bengaluru (Bangalore),BMTC,24191,Mahalakshmi Layout,315,22
Bengaluru (Bangalore),BMTC,20979,Mahalakshmi Layout Entrance,969,55
Bengaluru (Bangalore),BMTC,20980,Mahalakshmi Layout Entrance,605,43
Bengaluru (Bangalore),BMTC,24188,Mahalakshmi Layout Entrance,638,43
Bengaluru (Bangalore),BMTC,28630,Mahanthalingapura,25,6
Bengaluru (Bangalore),BMTC,33745,Mahanthalingapura,22,7
Bengaluru (Bangalore),BMTC,23938,Maharaja Signal,161,16
Bengaluru (Bangalore),BMTC,23943,Maharaja Signal,170,14
Bengaluru (Bangalore),BMTC,20981,Maharani College,3705,538
Bengaluru (Bangalore),BMTC,20982,Maharani College,355,56
Bengaluru (Bangalore),BMTC,20983,Maharani College,629,78
Bengaluru (Bangalore),BMTC,20985,Maharani College,250,53
Bengaluru (Bangalore),BMTC,28631,Mahathma Vidhyalaya Muttanalluru,2,1
Bengaluru (Bangalore),BMTC,39484,Mahatma Gandhi Layout,4,1
Bengaluru (Bangalore),BMTC,39485,Mahatma Gandhi Layout,6,1
Bengaluru (Bangalore),BMTC,28633,Mahesh Medicals,5,1
Bengaluru (Bangalore),BMTC,33746,Mahesh Medicals,77,9
Bengaluru (Bangalore),BMTC,22239,Mahila Seva Samaja,597,114
Bengaluru (Bangalore),BMTC,22240,Mahila Seva Samaja,184,18
Bengaluru (Bangalore),BMTC,28635,Mahimapura Temple,55,6
Bengaluru (Bangalore),BMTC,33747,Mahimapura Temple,55,7
Bengaluru (Bangalore),BMTC,33890,Majara Hosahalli,3,2
Bengaluru (Bangalore),BMTC,33891,Majara Hosahalli Cross,3,2
Bengaluru (Bangalore),BMTC,22241,Makali,567,118
Bengaluru (Bangalore),BMTC,33748,Makali,549,112
Bengaluru (Bangalore),BMTC,33750,Makali,11,5
Bengaluru (Bangalore),BMTC,33752,Makali Cross,119,30
Bengaluru (Bangalore),BMTC,28644,Makali Cross Madhure Road,58,22
Bengaluru (Bangalore),BMTC,33753,Makali Cross Madhure Road,73,21
Bengaluru (Bangalore),BMTC,28646,Makali Govt High School,5,3
Bengaluru (Bangalore),BMTC,33754,Makali Govt High School,5,3
Bengaluru (Bangalore),BMTC,28648,Makanahalli,13,9
Bengaluru (Bangalore),BMTC,33755,Makanahalli,12,9
Bengaluru (Bangalore),BMTC,28650,Makanahalli 1st stop,6,6
Bengaluru (Bangalore),BMTC,33756,Makanahalli 1st stop,9,8
Bengaluru (Bangalore),BMTC,28652,Makanahalli Cross,3,3
Bengaluru (Bangalore),BMTC,33757,Makanahalli Cross,4,4
