city,agency,route_id,route_short_name,route_full_name,origin_stop,destination_stop,direction_id,trip_count,stop_count,first_departure,last_departure
Bengaluru (Bangalore),BMTC,1115,18,Kempegowda Bus Station → Jayanagara 9th Block (40th Cross),Kempegowda Bus Station,Jayanagara 9th Block (40th Cross),0,12,17,05:45:00,20:45:00
Bengaluru (Bangalore),BMTC,1115,18,Jayanagara 9th Block (40th Cross) → Kempegowda Bus Station,Jayanagara 9th Block (40th Cross),Kempegowda Bus Station,1,14,17,06:35:00,21:35:00
Bengaluru (Bangalore),BMTC,1116,KMT-MMI-BSK,KR Market (Kalasipalya) → Banashankari Bus Station,KR Market (Kalasipalya),Banashankari Bus Station,0,4,11,09:30:00,12:20:00
Bengaluru (Bangalore),BMTC,1117,314 SBS-NVP,Shivajinagara Bus Station - Platform 3 → Nagavarapalya,Shivajinagara Bus Station - Platform 3,Nagavarapalya,0,1,23,05:35:00,05:35:00
Bengaluru (Bangalore),BMTC,1118,242-B D31G-KBS,Kempegowda Bus Station - Platform 4 → Depot-31 Gate,Kempegowda Bus Station - Platform 4,Depot-31 Gate,1,2,14,12:40:00,18:05:00
Bengaluru (Bangalore),BMTC,1118,242-B D31G-KBS,Depot-31 Gate → Kempegowda Bus Station - Platform 4,Depot-31 Gate,Kempegowda Bus Station - Platform 4,0,33,15,05:56:00,19:01:00
Bengaluru (Bangalore),BMTC,1119,D37-KGR,Kengeri Bus Station → Depot-37 Kengeri,Kengeri Bus Station,Depot-37 Kengeri,1,68,2,10:59:00,23:26:00
Bengaluru (Bangalore),BMTC,1119,D37-KGR,Depot-37 Kengeri → Kengeri Bus Station,Depot-37 Kengeri,Kengeri Bus Station,0,67,2,05:50:00,15:45:00
Bengaluru (Bangalore),BMTC,1124,242-B D31G-TVK,Depot-31 Gate → Tavarekere,Depot-31 Gate,Tavarekere,0,6,25,13:36:00,18:26:00
Bengaluru (Bangalore),BMTC,1125,89-D SMH-JCN,Summanahalli → JC Nagara Kurubarahalli,Summanahalli,JC Nagara Kurubarahalli,0,1,10,13:55:00,13:55:00
Bengaluru (Bangalore),BMTC,1125,89-D SMH-JCN,JC Nagara → Summanahalli,JC Nagara,Summanahalli,1,1,10,21:10:00,21:10:00
Bengaluru (Bangalore),BMTC,1126,SMH-D31,Summanahalli → Depot-31 Summanahalli,Summanahalli,Depot-31 Summanahalli,0,87,2,05:25:00,22:08:00
Bengaluru (Bangalore),BMTC,1126,SMH-D31,Depot-31 Summanahalli → Summanahalli,Depot-31 Summanahalli,Summanahalli,1,23,3,06:00:00,14:40:00
Bengaluru (Bangalore),BMTC,1127,314-D,Malleshpalya New Bus Station(Vignananagar) → Kempegowda Bus Station,Malleshpalya New Bus Station(Vignananagar),Kempegowda Bus Station,1,17,25,05:45:00,21:30:00
Bengaluru (Bangalore),BMTC,1127,314-D,Kempegowda Bus Station → Malleshpalya New Bus Station(Vignananagar),Kempegowda Bus Station,Malleshpalya New Bus Station(Vignananagar),0,20,26,05:30:00,20:55:00
Bengaluru (Bangalore),BMTC,1129,240-MB,Magadi Bus Stand → Kempegowda Bus Station - Platform 3A,Magadi Bus Stand,Kempegowda Bus Station - Platform 3A,1,7,61,06:00:00,19:45:00
Bengaluru (Bangalore),BMTC,1129,240-MB,Kempegowda Bus Station - Platform 3A → Magadi Bus Stand,Kempegowda Bus Station - Platform 3A,Magadi Bus Stand,0,7,61,05:45:00,20:35:00
Bengaluru (Bangalore),BMTC,1131,242-B KBS-D35G,Kempegowda Bus Station - Platform 4 → Depot-35 Gate,Kempegowda Bus Station - Platform 4,Depot-35 Gate,0,30,32,11:25:00,21:20:00
Bengaluru (Bangalore),BMTC,1131,242-B KBS-D35G,Depot-35 Gate → Kempegowda Bus Station - Platform 4,Depot-35 Gate,Kempegowda Bus Station - Platform 4,1,20,32,05:51:00,16:21:00
Bengaluru (Bangalore),BMTC,1132,242,Tavarekere → KR Market (Kalasipalya) - Platform 6B,Tavarekere,KR Market (Kalasipalya) - Platform 6B,1,35,41,07:05:00,21:15:00
Bengaluru (Bangalore),BMTC,1132,242,KR Market (Kalasipalya) - Platform 6B → Tavarekere,KR Market (Kalasipalya) - Platform 6B,Tavarekere,0,37,42,05:50:00,19:55:00
Bengaluru (Bangalore),BMTC,1133,226-N,Kempegowda Bus Station - Platform 19A → Bidadi,Kempegowda Bus Station - Platform 19A,Bidadi,0,155,43,04:00:00,23:55:00
Bengaluru (Bangalore),BMTC,1133,226-N,Bidadi → Kempegowda Bus Station - Platform 19A,Bidadi,Kempegowda Bus Station - Platform 19A,1,155,44,04:20:00,22:15:00
Bengaluru (Bangalore),BMTC,1134,226-M,KR Market (Kalasipalya) - Platform 5 → Bidadi,KR Market (Kalasipalya) - Platform 5,Bidadi,0,79,45,05:45:00,21:15:00
Bengaluru (Bangalore),BMTC,1134,226-M,Bidadi → KR Market (Kalasipalya) - Platform 5,Bidadi,KR Market (Kalasipalya) - Platform 5,1,74,46,04:30:00,19:15:00
Bengaluru (Bangalore),BMTC,1135,242-FB,Kempegowda Bus Station → Yalachaguppe,Kempegowda Bus Station,Yalachaguppe,0,1,40,20:50:00,20:50:00
Bengaluru (Bangalore),BMTC,1136,222-A KWS-KBS,RWB Gate Kengeri (Kengeri Work shop) → Kempegowda Bus Station - Platform 5,RWB Gate Kengeri (Kengeri Work shop),Kempegowda Bus Station - Platform 5,0,2,19,07:35:00,08:10:00
Bengaluru (Bangalore),BMTC,1136,222-A KWS-KBS,Kempegowda Bus Station - Platform 5 → RWB Gate Kengeri (Kengeri Work shop),Kempegowda Bus Station - Platform 5,RWB Gate Kengeri (Kengeri Work shop),1,1,22,14:50:00,14:50:00
Bengaluru (Bangalore),BMTC,1138,KBS-DPJN,Kempegowda Bus Station - Platform 5 → Deepanjalinagara,Kempegowda Bus Station - Platform 5,Deepanjalinagara,0,2,10,12:25:00,18:00:00
Bengaluru (Bangalore),BMTC,1141,222-C,Upadhyaya Badavane → Kempegowda Bus Station - Platform 19,Upadhyaya Badavane,Kempegowda Bus Station - Platform 19,1,1,25,11:55:00,11:55:00
Bengaluru (Bangalore),BMTC,1141,222-C,Kempegowda Bus Station - Platform 19 → Upadhyaya Badavane,Kempegowda Bus Station - Platform 19,Upadhyaya Badavane,0,1,25,10:45:00,10:45:00
Bengaluru (Bangalore),BMTC,1142,222-F,Shirke KHB Quarters → Kempegowda Bus Station - Platform 19,Shirke KHB Quarters,Kempegowda Bus Station - Platform 19,1,5,24,11:25:00,23:15:00
Bengaluru (Bangalore),BMTC,1142,222-F,Kempegowda Bus Station - Platform 19 → Shirke KHB Quarters,Kempegowda Bus Station - Platform 19,Shirke KHB Quarters,0,5,24,04:30:00,22:15:00
Bengaluru (Bangalore),BMTC,1143,222-H,Sonnenahalli → Kempegowda Bus Station - Platform 19,Sonnenahalli,Kempegowda Bus Station - Platform 19,1,3,27,08:50:00,17:30:00
Bengaluru (Bangalore),BMTC,1143,222-H,Kempegowda Bus Station - Platform 19 → Sonnenahalli,Kempegowda Bus Station - Platform 19,Sonnenahalli,0,3,27,13:20:00,17:30:00
Bengaluru (Bangalore),BMTC,1144,222-A,Kengeri Satellite Town → Kempegowda Bus Station - Platform 19,Kengeri Satellite Town,Kempegowda Bus Station - Platform 19,1,1,23,14:25:00,14:25:00
Bengaluru (Bangalore),BMTC,1144,222-A,Kempegowda Bus Station - Platform 19 → Kengeri Satellite Town,Kempegowda Bus Station - Platform 19,Kengeri Satellite Town,0,3,23,12:25:00,15:25:00
Bengaluru (Bangalore),BMTC,1145,222-N,Kempegowda Bus Station - Platform 19 → Jnana Bharathi West Side Hospital,Kempegowda Bus Station - Platform 19,Jnana Bharathi West Side Hospital,0,2,25,14:15:00,17:10:00
Bengaluru (Bangalore),BMTC,1145,222-N,Jnana Bharathi West Side Hospital → Kempegowda Bus Station - Platform 19,Jnana Bharathi West Side Hospital,Kempegowda Bus Station - Platform 19,1,1,25,15:55:00,15:55:00
Bengaluru (Bangalore),BMTC,1147,220-D,KR Market (Kalasipalya) → Doddabele,KR Market (Kalasipalya),Doddabele,0,8,22,06:00:00,20:40:00
Bengaluru (Bangalore),BMTC,1147,220-D,Doddabele → KR Market (Kalasipalya),Doddabele,KR Market (Kalasipalya),1,9,21,05:00:00,19:15:00
Bengaluru (Bangalore),BMTC,1149,220-F,Provident Sunworth Apartment → Kempegowda Bus Station - Platform 19,Provident Sunworth Apartment,Kempegowda Bus Station - Platform 19,1,5,21,05:35:00,18:35:00
Bengaluru (Bangalore),BMTC,1149,220-F,Kempegowda Bus Station - Platform 19 → Provident Sunworth Apartment,Kempegowda Bus Station - Platform 19,Provident Sunworth Apartment,0,5,25,06:30:00,20:15:00
Bengaluru (Bangalore),BMTC,1154,221-E,Ramasandra → KR Market (Kalasipalya) - Platform 5A,Ramasandra,KR Market (Kalasipalya) - Platform 5A,1,1,28,09:30:00,09:30:00
Bengaluru (Bangalore),BMTC,1154,221-E,KR Market (Kalasipalya) - Platform 5A → Ramasandra,KR Market (Kalasipalya) - Platform 5A,Ramasandra,0,1,29,08:10:00,08:10:00
Bengaluru (Bangalore),BMTC,1155,221-F,Kempegowda Bus Station - Platform 19 → Hunasemaradapalya,Kempegowda Bus Station - Platform 19,Hunasemaradapalya,0,6,34,05:15:00,19:50:00
Bengaluru (Bangalore),BMTC,1155,221-F,Hunasemaradapalya → Kempegowda Bus Station - Platform 19,Hunasemaradapalya,Kempegowda Bus Station - Platform 19,1,5,31,06:20:00,21:15:00
Bengaluru (Bangalore),BMTC,1156,221-G,Kempegowda Bus Station - Platform 19 → Bande Mutt Badavane Radiant Enclave,Kempegowda Bus Station - Platform 19,Bande Mutt Badavane Radiant Enclave,0,5,29,06:50:00,20:45:00
Bengaluru (Bangalore),BMTC,1156,221-G,Bande Mutt Badavane Radiant Enclave → Kempegowda Bus Station - Platform 19,Bande Mutt Badavane Radiant Enclave,Kempegowda Bus Station - Platform 19,1,5,26,05:45:00,19:05:00
Bengaluru (Bangalore),BMTC,1157,221-H,KR Market (Kalasipalya) - Platform 5A → Bettanapalya,KR Market (Kalasipalya) - Platform 5A,Bettanapalya,0,3,33,09:15:00,15:25:00
Bengaluru (Bangalore),BMTC,1157,221-H,Bettanapalya → KR Market (Kalasipalya) - Platform 5A,Bettanapalya,KR Market (Kalasipalya) - Platform 5A,1,4,32,08:00:00,16:40:00
Bengaluru (Bangalore),BMTC,1158,221-J,Tavarekere → KR Market (Kalasipalya) - Platform 5A,Tavarekere,KR Market (Kalasipalya) - Platform 5A,1,2,43,06:00:00,16:25:00
Bengaluru (Bangalore),BMTC,1158,221-J,KR Market (Kalasipalya) - Platform 5A → Tavarekere,KR Market (Kalasipalya) - Platform 5A,Tavarekere,0,4,44,06:35:00,18:25:00
Bengaluru (Bangalore),BMTC,1161,13-A,Shivajinagara Bus Station - Platform 10 → Kumaraswamy Layout 2nd Stage,Shivajinagara Bus Station - Platform 10,Kumaraswamy Layout 2nd Stage,0,12,28,06:20:00,21:30:00
Bengaluru (Bangalore),BMTC,1161,13-A,Kumaraswamy Layout 2nd Stage → Shivajinagara Bus Station - Platform 10,Kumaraswamy Layout 2nd Stage,Shivajinagara Bus Station - Platform 10,1,12,30,05:20:00,20:10:00
Bengaluru (Bangalore),BMTC,1163,13-B,Shivajinagara Bus Station - Platform 10 → Padmanabha Nagara Rock,Shivajinagara Bus Station - Platform 10,Padmanabha Nagara Rock,0,9,28,06:55:00,16:35:00
Bengaluru (Bangalore),BMTC,1163,13-B,Padmanabha Nagara Rock → Shivajinagara Bus Station - Platform 10,Padmanabha Nagara Rock,Shivajinagara Bus Station - Platform 10,1,8,30,08:20:00,16:40:00
Bengaluru (Bangalore),BMTC,1164,258-C,Nelamangala Bus Station → Kempegowda Bus Station,Nelamangala Bus Station,Kempegowda Bus Station,1,83,44,04:15:00,23:00:00
Bengaluru (Bangalore),BMTC,1164,258-C,Kempegowda Bus Station → Nelamangala Bus Station,Kempegowda Bus Station,Nelamangala Bus Station,0,85,42,03:45:00,23:50:00
Bengaluru (Bangalore),BMTC,1165,27,Shivajinagara Bus Station - Platform 10 → Mahadeshwara Nagara,Shivajinagara Bus Station - Platform 10,Mahadeshwara Nagara,0,2,25,18:35:00,21:10:00
Bengaluru (Bangalore),BMTC,1165,27,Mahadeshwara Nagara → Shivajinagara Bus Station - Platform 10,Mahadeshwara Nagara,Shivajinagara Bus Station - Platform 10,1,2,27,17:30:00,19:40:00
Bengaluru (Bangalore),BMTC,1166,369-G,Kempegowda Bus Station → Chikka Kammanahalli,Kempegowda Bus Station,Chikka Kammanahalli,0,5,29,05:00:00,17:30:00
Bengaluru (Bangalore),BMTC,1166,369-G,Chikka Kammanahalli → Kempegowda Bus Station,Chikka Kammanahalli,Kempegowda Bus Station,1,4,26,06:10:00,20:45:00
Bengaluru (Bangalore),BMTC,1167,365-D,Kempegowda Bus Station → Bilavaradahalli,Kempegowda Bus Station,Bilavaradahalli,0,29,35,05:40:00,22:35:00
Bengaluru (Bangalore),BMTC,1167,365-D,Bilavaradahalli → Kempegowda Bus Station,Bilavaradahalli,Kempegowda Bus Station,1,29,32,04:25:00,22:15:00
Bengaluru (Bangalore),BMTC,1168,365-E,Shanubhoganahalli Bannerughatta → Kempegowda Bus Station,Shanubhoganahalli Bannerughatta,Kempegowda Bus Station,1,15,36,05:00:00,20:40:00
Bengaluru (Bangalore),BMTC,1168,365-E,Kempegowda Bus Station → Shanubhoganahalli Bannerughatta,Kempegowda Bus Station,Shanubhoganahalli Bannerughatta,0,16,39,05:00:00,19:10:00
Bengaluru (Bangalore),BMTC,1169,343-L,Kempegowda Bus Station → Hongasandra MICO Layout,Kempegowda Bus Station,Hongasandra MICO Layout,0,1,28,06:30:00,06:30:00
Bengaluru (Bangalore),BMTC,1169,343-L,Hongasandra MICO Layout → Kempegowda Bus Station,Hongasandra MICO Layout,Kempegowda Bus Station,1,1,24,08:00:00,08:00:00
Bengaluru (Bangalore),BMTC,1170,348-G,Kempegowda Bus Station → Hosapalya Kudlu Gate,Kempegowda Bus Station,Hosapalya Kudlu Gate,0,5,26,06:30:00,20:45:00
Bengaluru (Bangalore),BMTC,1170,348-G,Hosapalya Kudlu Gate → Kempegowda Bus Station,Hosapalya Kudlu Gate,Kempegowda Bus Station,1,5,22,05:30:00,19:10:00
Bengaluru (Bangalore),BMTC,1172,375-J,Thippuru → Shanthinagara Bus Station - Platform 8,Thippuru,Shanthinagara Bus Station - Platform 8,1,1,62,08:00:00,08:00:00
Bengaluru (Bangalore),BMTC,1173,285-M,Kempegowda Bus Station - Platform 23A → Doddaballapura Bus Stand,Kempegowda Bus Station - Platform 23A,Doddaballapura Bus Stand,0,89,47,04:00:00,23:10:00
Bengaluru (Bangalore),BMTC,1173,285-M,Doddaballapura Bus Stand → Kempegowda Bus Station - Platform 23A,Doddaballapura Bus Stand,Kempegowda Bus Station - Platform 23A,1,91,48,04:00:00,22:00:00
Bengaluru (Bangalore),BMTC,1174,298-M,Kempegowda Bus Station → Devanahalli Old Bus Stand,Kempegowda Bus Station,Devanahalli Old Bus Stand,0,65,48,04:30:00,23:55:00
Bengaluru (Bangalore),BMTC,1174,298-M,Devanahalli Old Bus Stand → Kempegowda Bus Station,Devanahalli Old Bus Stand,Kempegowda Bus Station,1,68,50,03:40:00,22:10:00
Bengaluru (Bangalore),BMTC,1175,284-D,Yelahanka Satellite Town → Kempegowda Bus Station,Yelahanka Satellite Town,Kempegowda Bus Station,1,22,24,05:05:00,20:15:00
Bengaluru (Bangalore),BMTC,1175,284-D,Kempegowda Bus Station → Yelahanka Satellite Town,Kempegowda Bus Station,Yelahanka Satellite Town,0,20,22,08:55:00,21:45:00
Bengaluru (Bangalore),BMTC,1176,284,Yelahanka Santhe Circle - Platform 1 → Kempegowda Bus Station,Yelahanka Santhe Circle - Platform 1,Kempegowda Bus Station,1,9,21,04:30:00,21:35:00
Bengaluru (Bangalore),BMTC,1176,284,Kempegowda Bus Station → Yelahanka Santhe Circle - Platform 1,Kempegowda Bus Station,Yelahanka Santhe Circle - Platform 1,0,8,19,08:50:00,23:15:00
Bengaluru (Bangalore),BMTC,1177,PTH-YHKOT,Yelahanka Old Town → Puttenahalli,Yelahanka Old Town,Puttenahalli,1,19,6,10:25:00,23:35:00
Bengaluru (Bangalore),BMTC,1177,PTH-YHKOT,Puttenahalli → Yelahanka Old Town,Puttenahalli,Yelahanka Old Town,0,17,6,07:46:00,15:26:00
Bengaluru (Bangalore),BMTC,1178,285-MC,NES Office → Doddaballapura Bus Stand,NES Office,Doddaballapura Bus Stand,0,60,30,05:40:00,20:10:00
Bengaluru (Bangalore),BMTC,1178,285-MC,Doddaballapura Bus Stand → NES Office,Doddaballapura Bus Stand,NES Office,1,65,31,06:40:00,21:30:00
Bengaluru (Bangalore),BMTC,1179,285-K,KR Market → Sadenahalli,KR Market,Sadenahalli,0,1,37,18:10:00,18:10:00
Bengaluru (Bangalore),BMTC,1182,280-A KMT-YHKOT,Yelahanka Santhe Circle - Platform 1 → KR Market,Yelahanka Santhe Circle - Platform 1,KR Market,1,1,25,10:50:00,10:50:00
Bengaluru (Bangalore),BMTC,1185,285 KBS-YST-PTH,Puttenahalli → Kempegowda Bus Station,Puttenahalli,Kempegowda Bus Station,1,1,28,13:41:00,13:41:00
Bengaluru (Bangalore),BMTC,1185,285 KBS-YST-PTH,Kempegowda Bus Station → Puttenahalli,Kempegowda Bus Station,Puttenahalli,0,2,26,11:15:00,17:55:00
Bengaluru (Bangalore),BMTC,1186,402-D KBS-VSD-YSTF,Yelahanka 5th Phase → Kempegowda Bus Station - Platform 23B,Yelahanka 5th Phase,Kempegowda Bus Station - Platform 23B,1,2,29,08:15:00,08:30:00
Bengaluru (Bangalore),BMTC,1187,285 KBS-YSTF-PTH,Kempegowda Bus Station → Puttenahalli,Kempegowda Bus Station,Puttenahalli,0,1,27,11:40:00,11:40:00
Bengaluru (Bangalore),BMTC,1188,D11-PTH,Puttenahalli → Depot-11 Puttenahalli,Puttenahalli,Depot-11 Puttenahalli,1,70,2,06:03:00,22:09:00
Bengaluru (Bangalore),BMTC,1188,D11-PTH,Depot-11 Puttenahalli → Puttenahalli,Depot-11 Puttenahalli,Puttenahalli,0,64,2,05:40:00,19:15:00
Bengaluru (Bangalore),BMTC,1189,402-D CVB-YSTF,Cauvery Bhavana → Yelahanka 5th Phase,Cauvery Bhavana,Yelahanka 5th Phase,0,1,27,17:45:00,17:45:00
Bengaluru (Bangalore),BMTC,1190,KBS-CVB,Kempegowda Bus Station → Cauvery Bhavana,Kempegowda Bus Station,Cauvery Bhavana,0,1,4,17:30:00,17:30:00
Bengaluru (Bangalore),BMTC,1194,PTH-KVRY,Puttenahalli → Kendriya Vihara Yelahanka,Puttenahalli,Kendriya Vihara Yelahanka,0,1,7,07:16:00,07:16:00
Bengaluru (Bangalore),BMTC,1195,223-A,Shivajinagara Bus Station → Dodda Basti,Shivajinagara Bus Station,Dodda Basti,0,5,36,08:15:00,17:30:00
Bengaluru (Bangalore),BMTC,1195,223-A,Dodda Basti → Shivajinagara Bus Station,Dodda Basti,Shivajinagara Bus Station,1,1,32,08:50:00,08:50:00
Bengaluru (Bangalore),BMTC,1196,223-D,KR Market (Kalasipalya) - Platform 5B → Dodda Basti,KR Market (Kalasipalya) - Platform 5B,Dodda Basti,0,73,28,05:00:00,22:10:00
Bengaluru (Bangalore),BMTC,1196,223-D,Dodda Basti → KR Market (Kalasipalya) - Platform 5B,Dodda Basti,KR Market (Kalasipalya) - Platform 5B,1,71,27,04:10:00,21:15:00
Bengaluru (Bangalore),BMTC,1197,223-E,Ramasandra → KR Market (Kalasipalya) - Platform 5B,Ramasandra,KR Market (Kalasipalya) - Platform 5B,1,23,27,05:00:00,21:10:00
Bengaluru (Bangalore),BMTC,1197,223-E,KR Market (Kalasipalya) - Platform 5B → Ramasandra,KR Market (Kalasipalya) - Platform 5B,Ramasandra,0,22,28,05:20:00,21:45:00
Bengaluru (Bangalore),BMTC,1198,223-F,Sulikere → KR Market (Kalasipalya) - Platform 5B,Sulikere,KR Market (Kalasipalya) - Platform 5B,1,6,31,05:30:00,19:45:00
Bengaluru (Bangalore),BMTC,1198,223-F,KR Market (Kalasipalya) - Platform 5B → Sulikere,KR Market (Kalasipalya) - Platform 5B,Sulikere,0,5,32,06:30:00,21:20:00
Bengaluru (Bangalore),BMTC,1199,223-H,KR Market (Kalasipalya) - Platform 5B → Dhananayakanahalli,KR Market (Kalasipalya) - Platform 5B,Dhananayakanahalli,0,4,29,09:05:00,16:35:00
Bengaluru (Bangalore),BMTC,1199,223-H,Dhananayakanahalli → KR Market (Kalasipalya) - Platform 5B,Dhananayakanahalli,KR Market (Kalasipalya) - Platform 5B,1,4,28,08:00:00,15:00:00
Bengaluru (Bangalore),BMTC,1201,223-L,Vishweshwaraiah Layout 1st Block → KR Market (Kalasipalya) - Platform 5B,Vishweshwaraiah Layout 1st Block,KR Market (Kalasipalya) - Platform 5B,1,4,26,07:45:00,14:20:00
Bengaluru (Bangalore),BMTC,1201,223-L,KR Market (Kalasipalya) - Platform 5B → Vishweshwaraiah Layout 1st Block,KR Market (Kalasipalya) - Platform 5B,Vishweshwaraiah Layout 1st Block,0,4,27,06:45:00,15:25:00
Bengaluru (Bangalore),BMTC,1204,224,Karabele → KR Market (Kalasipalya) - Platform 5B,Karabele,KR Market (Kalasipalya) - Platform 5B,1,5,29,05:30:00,19:20:00
Bengaluru (Bangalore),BMTC,1204,224,KR Market (Kalasipalya) - Platform 5B → Karabele,KR Market (Kalasipalya) - Platform 5B,Karabele,0,7,30,06:25:00,20:50:00
Bengaluru (Bangalore),BMTC,1205,224-A,Varahasandra → KR Market (Kalasipalya) - Platform 5B,Varahasandra,KR Market (Kalasipalya) - Platform 5B,1,4,28,06:30:00,18:45:00
Bengaluru (Bangalore),BMTC,1205,224-A,KR Market (Kalasipalya) - Platform 5B → Varahasandra,KR Market (Kalasipalya) - Platform 5B,Varahasandra,0,4,29,07:35:00,20:25:00
Bengaluru (Bangalore),BMTC,1206,224-C,Kempegowda Bus Station - Platform 19 → Karabele,Kempegowda Bus Station - Platform 19,Karabele,0,5,28,09:45:00,17:10:00
Bengaluru (Bangalore),BMTC,1206,224-C,Karabele → Kempegowda Bus Station - Platform 19,Karabele,Kempegowda Bus Station - Platform 19,1,5,28,08:00:00,15:20:00
Bengaluru (Bangalore),BMTC,1207,224-D,KR Market (Kalasipalya) - Platform 5B → Doddypalya,KR Market (Kalasipalya) - Platform 5B,Doddypalya,0,5,30,06:30:00,21:05:00
Bengaluru (Bangalore),BMTC,1207,224-D,Doddypalya → KR Market (Kalasipalya) - Platform 5B,Doddypalya,KR Market (Kalasipalya) - Platform 5B,1,5,29,05:30:00,19:50:00
Bengaluru (Bangalore),BMTC,1212,225-B,KR Market (Kalasipalya) - Platform 5B → BEML Layout 5th stage,KR Market (Kalasipalya) - Platform 5B,BEML Layout 5th stage,0,23,23,05:00:00,21:00:00
Bengaluru (Bangalore),BMTC,1212,225-B,BEML Layout 5th stage → KR Market (Kalasipalya) - Platform 5B,BEML Layout 5th stage,KR Market (Kalasipalya) - Platform 5B,1,23,22,06:01:00,21:50:00
Bengaluru (Bangalore),BMTC,1213,225-C,Kempegowda Bus Station - Platform 19 → BEML Layout 5th stage,Kempegowda Bus Station - Platform 19,BEML Layout 5th stage,0,91,22,05:00:00,22:40:00
Bengaluru (Bangalore),BMTC,1213,225-C,BEML Layout 5th stage → Kempegowda Bus Station - Platform 19,BEML Layout 5th stage,Kempegowda Bus Station - Platform 19,1,75,22,05:00:00,23:00:00
Bengaluru (Bangalore),BMTC,1216,225-CF,Kempegowda Bus Station - Platform 19 → BGS Health City,Kempegowda Bus Station - Platform 19,BGS Health City,0,1,26,09:10:00,09:10:00
Bengaluru (Bangalore),BMTC,1216,225-CF,BGS Health City → Kempegowda Bus Station - Platform 19,BGS Health City,Kempegowda Bus Station - Platform 19,1,1,26,10:20:00,10:20:00
Bengaluru (Bangalore),BMTC,1220,225-G,Kempegowda Bus Station - Platform 19 → Bangarappa Nagara,Kempegowda Bus Station - Platform 19,Bangarappa Nagara,0,4,18,09:15:00,17:40:00
Bengaluru (Bangalore),BMTC,1220,225-G,Bangarappa Nagara → Kempegowda Bus Station - Platform 19,Bangarappa Nagara,Kempegowda Bus Station - Platform 19,1,2,18,13:05:00,16:45:00
Bengaluru (Bangalore),BMTC,1221,G-2,Sarjapura → Mayohall G-2,Sarjapura,Mayohall G-2,1,49,40,04:00:00,21:35:00
Bengaluru (Bangalore),BMTC,1221,G-2,Mayohall G-2 → Sarjapura,Mayohall G-2,Sarjapura,0,45,39,05:30:00,20:50:00
Bengaluru (Bangalore),BMTC,1223,G-2 SBS-SJP,Shivajinagara Bus Station → Sarjapura,Shivajinagara Bus Station,Sarjapura,0,7,40,05:30:00,22:00:00
