city,agency,route_id,route_short_name,direction_id,stop_sequence,stop_name
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,1,Kempegowda Bus Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,2,Maharani College
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,3,KR Circle
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,4,St Marthas Hospital
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,5,Corporation
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,6,Subbaiah Circle
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,7,KH Road
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,8,Shanthinagara Bus Station - Platform 8
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,9,Wilson Garden Police Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,10,Wilson Garden 12th Cross
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,11,Lakkasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,12,Nimhans Hospital
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,13,Bengaluru Dairy Circle
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,14,Muneshwara Devasthana
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,15,Hosur Road Junction
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,16,St Johns Hospital
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,17,Koramangala Water Tank
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,18,Kudure Mukha Colony
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,19,Krupanidhi College
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,20,Madivala
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,21,Roopena Agrahara
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,22,Bommanahalli
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,23,Hongasandra Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,24,Garvebhavipalya
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,25,Kudlu Gate
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,26,Singasandra Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,27,Singasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,28,Hosa Road Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,29,Beratena Agrahara Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,30,PESCE College Electronic City
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,31,Konappana Agarhara (Electronic City Metro Station)
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,32,Electronic City
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,33,Veerasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,34,Huskur Gate
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,35,SFS High School Hebbagodi
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,36,Hebbagodi
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,37,Bommasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,38,BTL College
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,39,Hennagara Gate
Bengaluru (Bangalore),BMTC,1000,KBS-3C,0,40,Chandapura
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,1,Chandapura
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,2,Hennagara Gate
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,3,BTL College
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,4,Bommasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,5,Hebbagodi
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,6,Biocon Hebbagodi Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,7,SFS High School Hebbagodi
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,8,Huskur Gate
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,9,Veerasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,10,Electronic City
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,11,Konappana Agarhara (Electronic City Metro Station)
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,12,PESCE College Electronic City
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,13,Beratena Agrahara Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,14,Hosa Road Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,15,Singasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,16,Singasandra Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,17,Kudlu Gate
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,18,Garvebhavipalya
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,19,Hongasandra Metro Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,20,Bommanahalli
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,21,Roopena Agrahara
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,22,Madivala
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,23,Ayyappaswamy Temple Madivala
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,24,St Johns Hospital
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,25,Hosur Road junction
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,26,Muneshwara Devasthana
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,27,Bengaluru Dairy Circle
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,28,Nimhans Hospital
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,29,Lakkasandra
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,30,Wilson Garden 10th Cross
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,31,Wilson Garden Police Station
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,32,Shanthinagara Bus Station - Platform 2
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,33,KH Road
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,34,Pallavi Talkies
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,35,Corporation
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,36,Mysore Bank
Bengaluru (Bangalore),BMTC,1000,KBS-3C,1,37,Kempegowda Bus Station
Bengaluru (Bangalore),BMTC,1001,D2-SNBS,1,1,Shanthinagara Bus Station - Platform 2
Bengaluru (Bangalore),BMTC,1001,D2-SNBS,1,2,Depot-02 Shanthinagara
Bengaluru (Bangalore),BMTC,1001,D2-SNBS,0,1,Depot-02 Shanthinagara
Bengaluru (Bangalore),BMTC,1001,D2-SNBS,0,2,Shanthinagara Bus Station - Platform 2
Bengaluru (Bangalore),BMTC,1002,333-C,0,1,Kempegowda Bus Station
Bengaluru (Bangalore),BMTC,1002,333-C,0,2,Maharani College
Bengaluru (Bangalore),BMTC,1002,333-C,0,3,KR Circle
Bengaluru (Bangalore),BMTC,1002,333-C,0,4,St Marthas Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,0,5,Corporation
Bengaluru (Bangalore),BMTC,1002,333-C,0,6,St Josephs Indian School/ Malya Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,0,7,Richmond Circle
Bengaluru (Bangalore),BMTC,1002,333-C,0,8,St Joseph College
Bengaluru (Bangalore),BMTC,1002,333-C,0,9,Mayohall
Bengaluru (Bangalore),BMTC,1002,333-C,0,10,Hosmat Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,0,11,Military Accounts Office
Bengaluru (Bangalore),BMTC,1002,333-C,0,12,Commando Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,0,13,Dr BR Ambedkar Bus Terminal (Domlur) - Platform 1
Bengaluru (Bangalore),BMTC,1002,333-C,0,14,Domlur Flyover
Bengaluru (Bangalore),BMTC,1002,333-C,0,15,Kodihalli
Bengaluru (Bangalore),BMTC,1002,333-C,0,16,NAL/Manipal Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,0,17,Murugeshpalya
Bengaluru (Bangalore),BMTC,1002,333-C,0,18,Konena Agrahara
Bengaluru (Bangalore),BMTC,1002,333-C,0,19,HAL Main Gate
Bengaluru (Bangalore),BMTC,1002,333-C,0,20,Helicopter Division
Bengaluru (Bangalore),BMTC,1002,333-C,0,21,Ramesh Nagara Cross
Bengaluru (Bangalore),BMTC,1002,333-C,0,22,Rameshnagara
Bengaluru (Bangalore),BMTC,1002,333-C,0,23,Basavanagara
Bengaluru (Bangalore),BMTC,1002,333-C,1,1,Basavanagara
Bengaluru (Bangalore),BMTC,1002,333-C,1,2,Rameshnagara
Bengaluru (Bangalore),BMTC,1002,333-C,1,3,Ramesh Nagara Cross
Bengaluru (Bangalore),BMTC,1002,333-C,1,4,Helicopter Division
Bengaluru (Bangalore),BMTC,1002,333-C,1,5,HAL Main Gate
Bengaluru (Bangalore),BMTC,1002,333-C,1,6,Konena Agrahara
Bengaluru (Bangalore),BMTC,1002,333-C,1,7,Murugeshpalya
Bengaluru (Bangalore),BMTC,1002,333-C,1,8,NAL Manipal Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,1,9,Kodihalli
Bengaluru (Bangalore),BMTC,1002,333-C,1,10,Dr BR Ambedkar Bus Terminal (Domlur) - Platform 1
Bengaluru (Bangalore),BMTC,1002,333-C,1,11,Domlur
Bengaluru (Bangalore),BMTC,1002,333-C,1,12,Commando Hospital
Bengaluru (Bangalore),BMTC,1002,333-C,1,13,Military Accounts Office
Bengaluru (Bangalore),BMTC,1002,333-C,1,14,Kendriya Vidyalaya ASC Center
Bengaluru (Bangalore),BMTC,1002,333-C,1,15,Life Style (Sacred Heart School)
Bengaluru (Bangalore),BMTC,1002,333-C,1,16,Richmond Circle
Bengaluru (Bangalore),BMTC,1002,333-C,1,17,Pallavi Talkies
Bengaluru (Bangalore),BMTC,1002,333-C,1,18,Corporation
Bengaluru (Bangalore),BMTC,1002,333-C,1,19,Mysore Bank
Bengaluru (Bangalore),BMTC,1002,333-C,1,20,Kempegowda Bus Station
Bengaluru (Bangalore),BMTC,1004,361-C,0,1,KR Market (Kalasipalya) - Platform 3B
Bengaluru (Bangalore),BMTC,1004,361-C,0,2,Makkala Koota
Bengaluru (Bangalore),BMTC,1004,361-C,0,3,Basappa Circle
Bengaluru (Bangalore),BMTC,1004,361-C,0,4,Lalbagh Main Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,5,Lalbagh Hopcoms
Bengaluru (Bangalore),BMTC,1004,361-C,0,6,Wilson Garden 7th Cross
Bengaluru (Bangalore),BMTC,1004,361-C,0,7,Lakkasandra
Bengaluru (Bangalore),BMTC,1004,361-C,0,8,Nimhans Hospital
Bengaluru (Bangalore),BMTC,1004,361-C,0,9,Bengaluru Dairy Circle
Bengaluru (Bangalore),BMTC,1004,361-C,0,10,Muneshwara Devasthana
Bengaluru (Bangalore),BMTC,1004,361-C,0,11,Hosur Road Junction
Bengaluru (Bangalore),BMTC,1004,361-C,0,12,St Johns Hospital
Bengaluru (Bangalore),BMTC,1004,361-C,0,13,Koramangala Water Tank
Bengaluru (Bangalore),BMTC,1004,361-C,0,14,Kudure Mukha Colony
Bengaluru (Bangalore),BMTC,1004,361-C,0,15,Krupanidhi College
Bengaluru (Bangalore),BMTC,1004,361-C,0,16,Madivala
Bengaluru (Bangalore),BMTC,1004,361-C,0,17,Roopena Agrahara
Bengaluru (Bangalore),BMTC,1004,361-C,0,18,Hongasandra Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,0,19,Bommanahalli
Bengaluru (Bangalore),BMTC,1004,361-C,0,20,Garvebhavipalya
Bengaluru (Bangalore),BMTC,1004,361-C,0,21,Kudlu Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,22,Singasandra Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,0,23,Singasandra
Bengaluru (Bangalore),BMTC,1004,361-C,0,24,Hosa Road Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,0,25,Beratena Agrahara Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,0,26,PESCE College Electronic City
Bengaluru (Bangalore),BMTC,1004,361-C,0,27,Konappana Agarhara (Electronic City Metro Station)
Bengaluru (Bangalore),BMTC,1004,361-C,0,28,Electronic City
Bengaluru (Bangalore),BMTC,1004,361-C,0,29,Veerasandra
Bengaluru (Bangalore),BMTC,1004,361-C,0,30,Huskur Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,31,SFS High School Hebbagodi
Bengaluru (Bangalore),BMTC,1004,361-C,0,32,Hebbagodi
Bengaluru (Bangalore),BMTC,1004,361-C,0,33,Bommasandra
Bengaluru (Bangalore),BMTC,1004,361-C,0,34,BTL College
Bengaluru (Bangalore),BMTC,1004,361-C,0,35,Hennagara Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,36,Chandapura
Bengaluru (Bangalore),BMTC,1004,361-C,0,37,Chandapura KEB
Bengaluru (Bangalore),BMTC,1004,361-C,0,38,Suryacity Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,39,Surya Nagara
Bengaluru (Bangalore),BMTC,1004,361-C,0,40,Iggluru
Bengaluru (Bangalore),BMTC,1004,361-C,0,41,Ramakrishnapura Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,42,Marasur Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,43,RK Farm
Bengaluru (Bangalore),BMTC,1004,361-C,0,44,VBHC Apartment Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,45,Byagadadenahalli Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,46,Avadadenahalli Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,47,Karpura Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,48,Chikka Hagade Gate
Bengaluru (Bangalore),BMTC,1004,361-C,0,49,Kavala Hosahalli
Bengaluru (Bangalore),BMTC,1004,361-C,0,50,Anekal Circle
Bengaluru (Bangalore),BMTC,1004,361-C,0,51,Chowdareddy Circle
Bengaluru (Bangalore),BMTC,1004,361-C,0,52,Anekal
Bengaluru (Bangalore),BMTC,1004,361-C,1,1,Anekal
Bengaluru (Bangalore),BMTC,1004,361-C,1,2,Chowdareddy Circle
Bengaluru (Bangalore),BMTC,1004,361-C,1,3,Anekal Circle
Bengaluru (Bangalore),BMTC,1004,361-C,1,4,Janatha Colony
Bengaluru (Bangalore),BMTC,1004,361-C,1,5,Kavala Hosahalli
Bengaluru (Bangalore),BMTC,1004,361-C,1,6,Chikka Hagade Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,7,Karpura Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,8,Avadadenahalli Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,9,Byagadadenahalli Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,10,VBHC Apartment Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,11,RK Farm
Bengaluru (Bangalore),BMTC,1004,361-C,1,12,Marsuru Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,13,Ramakrishnapura Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,14,Iggluru
Bengaluru (Bangalore),BMTC,1004,361-C,1,15,Surya Nagara
Bengaluru (Bangalore),BMTC,1004,361-C,1,16,Suryacity Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,17,Chandapura KEB
Bengaluru (Bangalore),BMTC,1004,361-C,1,18,Chandapura
Bengaluru (Bangalore),BMTC,1004,361-C,1,19,Hennagara Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,20,BTL College
Bengaluru (Bangalore),BMTC,1004,361-C,1,21,Bommasandra
Bengaluru (Bangalore),BMTC,1004,361-C,1,22,Hebbagodi
Bengaluru (Bangalore),BMTC,1004,361-C,1,23,SFS High School Hebbagodi
Bengaluru (Bangalore),BMTC,1004,361-C,1,24,Huskur Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,25,Veerasandra
Bengaluru (Bangalore),BMTC,1004,361-C,1,26,Electronic City
Bengaluru (Bangalore),BMTC,1004,361-C,1,27,Konappana Agarhara (Electronic City Metro Station)
Bengaluru (Bangalore),BMTC,1004,361-C,1,28,PESCE College Electronic City
Bengaluru (Bangalore),BMTC,1004,361-C,1,29,Beratena Agrahara Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,1,30,Hosa Road Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,1,31,Singasandra
Bengaluru (Bangalore),BMTC,1004,361-C,1,32,Singasandra Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,1,33,Kudlu Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,34,Garvebhavipalya
Bengaluru (Bangalore),BMTC,1004,361-C,1,35,Hongasandra Metro Station
Bengaluru (Bangalore),BMTC,1004,361-C,1,36,Bommanahalli
Bengaluru (Bangalore),BMTC,1004,361-C,1,37,Roopena Agrahara
Bengaluru (Bangalore),BMTC,1004,361-C,1,38,Madivala
Bengaluru (Bangalore),BMTC,1004,361-C,1,39,Ayyappaswamy Temple Madivala
Bengaluru (Bangalore),BMTC,1004,361-C,1,40,St Johns Hospital
Bengaluru (Bangalore),BMTC,1004,361-C,1,41,Hosur Road junction
Bengaluru (Bangalore),BMTC,1004,361-C,1,42,Muneshwara Devasthana
Bengaluru (Bangalore),BMTC,1004,361-C,1,43,Bengaluru Dairy Circle
Bengaluru (Bangalore),BMTC,1004,361-C,1,44,Nimhans Hospital
Bengaluru (Bangalore),BMTC,1004,361-C,1,45,Lakkasandra
Bengaluru (Bangalore),BMTC,1004,361-C,1,46,Wilson Garden 7th Cross
Bengaluru (Bangalore),BMTC,1004,361-C,1,47,Lalbagh Hopcoms
Bengaluru (Bangalore),BMTC,1004,361-C,1,48,Lalbagh Main Gate
Bengaluru (Bangalore),BMTC,1004,361-C,1,49,Town Hall
Bengaluru (Bangalore),BMTC,1004,361-C,1,50,KR Market (Kalasipalya) - Platform 3B
Bengaluru (Bangalore),BMTC,1005,37,1,1,Srinagara Bus Station
Bengaluru (Bangalore),BMTC,1005,37,1,2,Apex Bank
Bengaluru (Bangalore),BMTC,1005,37,1,3,Maruthi Circle
Bengaluru (Bangalore),BMTC,1005,37,1,4,Subramanya Swamy Temple
Bengaluru (Bangalore),BMTC,1005,37,1,5,Ganesha Bhavan
Bengaluru (Bangalore),BMTC,1005,37,1,6,Syndicate Bank
Bengaluru (Bangalore),BMTC,1005,37,1,7,Kohinoor Ground
Bengaluru (Bangalore),BMTC,1005,37,1,8,North Road
Bengaluru (Bangalore),BMTC,1005,37,1,9,Lalbagh West Gate
Bengaluru (Bangalore),BMTC,1005,37,1,10,Minerva Circle
Bengaluru (Bangalore),BMTC,1005,37,1,11,Lalbagh Main Gate
Bengaluru (Bangalore),BMTC,1005,37,1,12,Shanthinagara Bus Station - Platform 1
Bengaluru (Bangalore),BMTC,1005,37,1,13,KH Road
Bengaluru (Bangalore),BMTC,1005,37,1,14,Richmond Circle
Bengaluru (Bangalore),BMTC,1005,37,1,15,St Joseph College
Bengaluru (Bangalore),BMTC,1005,37,1,16,State Bank India Garage
Bengaluru (Bangalore),BMTC,1005,37,1,17,MG Road
Bengaluru (Bangalore),BMTC,1005,37,1,18,Shivajinagara Bus Station - Platform 10
Bengaluru (Bangalore),BMTC,1005,37,0,1,Shivajinagara Bus Station - Platform 10
Bengaluru (Bangalore),BMTC,1005,37,0,2,Indian Express
Bengaluru (Bangalore),BMTC,1005,37,0,3,MG Statue (Chinnaswamy Stadium)
Bengaluru (Bangalore),BMTC,1005,37,0,4,Museum
Bengaluru (Bangalore),BMTC,1005,37,0,5,St Josephs Indian School/ Malya Hospital
Bengaluru (Bangalore),BMTC,1005,37,0,6,Richmond Circle
Bengaluru (Bangalore),BMTC,1005,37,0,7,KH Road
Bengaluru (Bangalore),BMTC,1005,37,0,8,Shanthinagara Bus Station - Platform 1
Bengaluru (Bangalore),BMTC,1005,37,0,9,Lalbagh Main Gate
Bengaluru (Bangalore),BMTC,1005,37,0,10,Lalbagh West Gate
Bengaluru (Bangalore),BMTC,1005,37,0,11,North Road
Bengaluru (Bangalore),BMTC,1005,37,0,12,Ramakrishna Ashrama
Bengaluru (Bangalore),BMTC,1005,37,0,13,Hanumanthanagara Ward Office
Bengaluru (Bangalore),BMTC,1005,37,0,14,Subramanya Swamy Temple
Bengaluru (Bangalore),BMTC,1005,37,0,15,Nirmala Store
Bengaluru (Bangalore),BMTC,1005,37,0,16,Apex Bank
Bengaluru (Bangalore),BMTC,1005,37,0,17,Srinagara Bus Station
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,1,1,Shanthinagara Bus Station - Platform 2
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,1,2,KH Road
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,1,3,Subbaiah Circle
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,1,4,Jai Bheem Circle (Poornima Theatre)
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,1,5,Town Hall
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,1,6,KR Market (Kalasipalya)
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,0,1,KR Market (Kalasipalya)
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,0,2,Makkala Koota
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,0,3,Lalbagh Main Gate
Bengaluru (Bangalore),BMTC,1006,KMT-SNBS,0,4,Shanthinagara Bus Station - Platform 2
Bengaluru (Bangalore),BMTC,1007,G-3,1,1,Electronic City Wipro Main Gate
Bengaluru (Bangalore),BMTC,1007,G-3,1,2,Wipro Gate Shikaripalya Cross
Bengaluru (Bangalore),BMTC,1007,G-3,1,3,BHEL
Bengaluru (Bangalore),BMTC,1007,G-3,1,4,Velankani Drive
Bengaluru (Bangalore),BMTC,1007,G-3,1,5,Crown Plaza
Bengaluru (Bangalore),BMTC,1007,G-3,1,6,Infosys Parking Lot
Bengaluru (Bangalore),BMTC,1007,G-3,1,7,Siemens
Bengaluru (Bangalore),BMTC,1007,G-3,1,8,E-CITY - SBI JUNCTION
Bengaluru (Bangalore),BMTC,1007,G-3,1,9,Electronic City 378
Bengaluru (Bangalore),BMTC,1007,G-3,1,10,Electronic City
Bengaluru (Bangalore),BMTC,1007,G-3,1,11,Konappana Agarhara (Electronic City Metro Station)
Bengaluru (Bangalore),BMTC,1007,G-3,1,12,PESCE College Electronic City
Bengaluru (Bangalore),BMTC,1007,G-3,1,13,Beratena Agrahara Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,1,14,Hosa Road Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,1,15,Singasandra
Bengaluru (Bangalore),BMTC,1007,G-3,1,16,Singasandra Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,1,17,Kudlu Gate
Bengaluru (Bangalore),BMTC,1007,G-3,1,18,Garvebhavipalya
Bengaluru (Bangalore),BMTC,1007,G-3,1,19,Hongasandra Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,1,20,Bommanahalli
Bengaluru (Bangalore),BMTC,1007,G-3,1,21,Roopena Agrahara
Bengaluru (Bangalore),BMTC,1007,G-3,1,22,Madivala
Bengaluru (Bangalore),BMTC,1007,G-3,1,23,Ayyappaswamy Temple Madivala
Bengaluru (Bangalore),BMTC,1007,G-3,1,24,St Johns Hospital
Bengaluru (Bangalore),BMTC,1007,G-3,1,25,Hosur Road junction
Bengaluru (Bangalore),BMTC,1007,G-3,1,26,Adugodi Police Station
Bengaluru (Bangalore),BMTC,1007,G-3,1,27,Adugodi
Bengaluru (Bangalore),BMTC,1007,G-3,1,28,Pothalappa Garden
Bengaluru (Bangalore),BMTC,1007,G-3,1,29,Anepalya
Bengaluru (Bangalore),BMTC,1007,G-3,1,30,Elgin Floor Mill
Bengaluru (Bangalore),BMTC,1007,G-3,1,31,Johnson Market
Bengaluru (Bangalore),BMTC,1007,G-3,1,32,Shoolay Circle Brigade Road
Bengaluru (Bangalore),BMTC,1007,G-3,1,33,Brigade Road
Bengaluru (Bangalore),BMTC,1007,G-3,0,1,Brigade Road
Bengaluru (Bangalore),BMTC,1007,G-3,0,2,Shoolay Circle Brigade Road
Bengaluru (Bangalore),BMTC,1007,G-3,0,3,Johnson Market
Bengaluru (Bangalore),BMTC,1007,G-3,0,4,Elgin Floor Mill
Bengaluru (Bangalore),BMTC,1007,G-3,0,5,Anepalya
Bengaluru (Bangalore),BMTC,1007,G-3,0,6,Pothalappa Garden
Bengaluru (Bangalore),BMTC,1007,G-3,0,7,Adugodi
Bengaluru (Bangalore),BMTC,1007,G-3,0,8,Adugodi Police Station
Bengaluru (Bangalore),BMTC,1007,G-3,0,9,Forum Mall
Bengaluru (Bangalore),BMTC,1007,G-3,0,10,Hosur Road junction 1
Bengaluru (Bangalore),BMTC,1007,G-3,0,11,St Johns Hospital
Bengaluru (Bangalore),BMTC,1007,G-3,0,12,Koramangala Water Tank
Bengaluru (Bangalore),BMTC,1007,G-3,0,13,Kudure Mukha Colony
Bengaluru (Bangalore),BMTC,1007,G-3,0,14,Krupanidhi College
Bengaluru (Bangalore),BMTC,1007,G-3,0,15,Madivala
Bengaluru (Bangalore),BMTC,1007,G-3,0,16,Roopena Agrahara
Bengaluru (Bangalore),BMTC,1007,G-3,0,17,Bommanahalli
Bengaluru (Bangalore),BMTC,1007,G-3,0,18,Hongasandra Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,0,19,Garvebhavipalya
Bengaluru (Bangalore),BMTC,1007,G-3,0,20,Kudlu Gate
Bengaluru (Bangalore),BMTC,1007,G-3,0,21,Singasandra Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,0,22,Singasandra
Bengaluru (Bangalore),BMTC,1007,G-3,0,23,Hosa Road Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,0,24,Beratena Agrahara Metro Station
Bengaluru (Bangalore),BMTC,1007,G-3,0,25,PESCE College Electronic City
Bengaluru (Bangalore),BMTC,1007,G-3,0,26,Konappana Agarhara
Bengaluru (Bangalore),BMTC,1007,G-3,0,27,Crown Plaza
Bengaluru (Bangalore),BMTC,1007,G-3,0,28,Infosys Parking Lot
Bengaluru (Bangalore),BMTC,1007,G-3,0,29,BHEL
Bengaluru (Bangalore),BMTC,1007,G-3,0,30,Wipro Gate Shikaripalya Cross
Bengaluru (Bangalore),BMTC,1007,G-3,0,31,Electronic City Wipro Main Gate
Bengaluru (Bangalore),BMTC,1008,171-G,1,1,Koramangala 1st Block
Bengaluru (Bangalore),BMTC,1008,171-G,1,2,Wipro Park Koramangala
Bengaluru (Bangalore),BMTC,1008,171-G,1,3,Maharaja Signal
Bengaluru (Bangalore),BMTC,1008,171-G,1,4,Sony World 80ft Road Koramangala
Bengaluru (Bangalore),BMTC,1008,171-G,1,5,Koramangala Bus Station
Bengaluru (Bangalore),BMTC,1008,171-G,1,6,Koramangala Police Station
Bengaluru (Bangalore),BMTC,1008,171-G,1,7,Koramangala Kalyana Mantapa
Bengaluru (Bangalore),BMTC,1008,171-G,1,8,Jyothi Nivas College
Bengaluru (Bangalore),BMTC,1008,171-G,1,9,Adugodi Police Station
Bengaluru (Bangalore),BMTC,1008,171-G,1,10,Adugodi
Bengaluru (Bangalore),BMTC,1008,171-G,1,11,MICO Gate Adugodi
Bengaluru (Bangalore),BMTC,1008,171-G,1,12,MICO Factory Junction
Bengaluru (Bangalore),BMTC,1008,171-G,1,13,Wilson Garden 14th Main
Bengaluru (Bangalore),BMTC,1008,171-G,1,14,Wilson Garden 12th Cross
